Time,Manual_Count,Time,ASUSTek COMPUTER INC.,Time,Enerpoint Ltd.,Time,NETCOMM LIMITED,Time,UNKNOWN,Time,"GIGA-BYTE TECHNOLOGY CO.,LTD.",Time,Billion Electric Co. Ltd.,Time,NETGEAR,Time,"Samsung Electro Mechanics co., LTD.",Time,Belkin International Inc.,Time,Apple,Time,"CISCO SYSTEMS, INC.",Time,"TP-LINK TECHNOLOGIES CO.,LTD.",Time,Netgear Inc.,Time,Intel Corporate,Time,DrayTek Corp.,Time,"Apple, Inc",Time,"NETGEAR INC.,",Time,"Samsung Electro Mechanics co.,LTD.",Time,"Hon Hai Precision Ind. Co.,Ltd.",Time,Ubiquiti Networks,Time,Hewlett Packard,Time,IBM Corp,Time,Elitegroup Computer System Co.,Time,Liteon Tech Corp.,Time,HTC Corporation,Time,Hewlett-Packard Company,Time,"Billion Electric Co., Ltd.",Time,SEIKO EPSON CORPORATION,Time,"Murata Manufactuaring Co.,Ltd.",Time,Netgear Inc,Time,"Apple, Inc.",Time,Routerboard.com,Time,"SAMSUNG ELECTRO MECHANICS CO.,LTD.",Time,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",Time,Lexmark International Inc.,Time,ICP Electronics Inc.,Time,"Samsung Electronics Co.,Ltd"
1325,13,1325,1,1325,2,1325,1,1325,2,1325,0,1325,1,1325,4,1325,0,1325,1,1325,4,1325,2,1325,2,1330,2,1330,1,1335,2,1335,0,1355,1,1359,0,1359,1,1364,0,1367,1,1376,0,1406,0,1440,1,1444,0,1499,1,1542,0,1596,0,1702,0,1731,0,1925,0,2216,0,2251,0,,,,,,,,
1330,13,1330,1,1330,2,1330,1,1330,2,1330,0,1330,1,1330,4,1330,0,1330,1,1330,2,1330,2,1330,2,1335,2,1335,1,1338,2,1338,0,1359,1,1364,0,1364,1,1367,0,1372,1,1381,0,1410,0,1444,1,1448,0,1504,1,1545,0,1600,0,1706,0,1736,0,1930,0,2220,0,2254,0,,,,,,,,
1335,13,1335,1,1335,2,1335,1,1335,2,1335,0,1335,1,1335,4,1335,0,1335,1,1335,2,1335,2,1335,2,1338,2,1338,1,1342,2,1342,0,1364,1,1367,0,1367,1,1372,0,1376,1,1385,0,1414,0,1448,1,1453,0,1507,1,1549,0,1604,0,1711,0,1740,0,1934,0,2227,0,2259,0,,,,,,,,
1338,13,1338,1,1338,2,1338,1,1338,2,1338,0,1338,1,1338,3,1338,0,1338,1,1338,2,1338,2,1338,2,1342,2,1342,1,1347,2,1347,0,1367,1,1372,0,1372,1,1376,0,1381,1,1389,0,1419,0,1453,1,1457,0,1512,1,1554,0,1609,0,1714,0,1744,0,1938,0,2229,0,2264,0,,,,,,,,
1342,13,1342,1,1342,2,1342,1,1342,2,1342,0,1342,1,1342,3,1342,0,1342,1,1342,1,1342,2,1342,2,1347,2,1347,1,1351,2,1351,1,1372,1,1376,0,1376,1,1381,0,1385,1,1393,0,1422,0,1457,1,1461,0,1516,1,1558,0,1613,1,1719,0,1749,0,1941,0,2233,0,2267,0,,,,,,,,
1347,13,1347,1,1347,2,1347,1,1347,2,1347,0,1347,1,1347,3,1347,0,1347,1,1347,1,1347,2,1347,2,1351,2,1351,0,1355,2,1355,1,1376,1,1381,0,1381,1,1385,0,1389,1,1397,0,1427,0,1461,1,1465,0,1521,1,1562,0,1618,1,1723,0,1752,0,1946,0,2238,0,2271,0,,,,,,,,
1351,13,1351,1,1351,2,1351,1,1351,2,1351,0,1351,1,1351,2,1351,1,1351,1,1351,2,1351,2,1351,2,1355,2,1355,0,1359,2,1359,1,1381,1,1385,0,1385,1,1389,0,1393,1,1401,0,1431,0,1465,1,1470,0,1525,1,1567,0,1621,1,1727,0,1757,0,1950,0,2242,0,2275,0,,,,,,,,
1355,13,1355,1,1355,2,1355,1,1355,2,1355,0,1355,1,1355,2,1355,1,1355,1,1355,2,1355,2,1355,2,1359,2,1359,0,1364,2,1364,1,1385,1,1389,0,1389,1,1393,0,1397,1,1406,0,1435,0,1470,1,1474,0,1528,1,1571,0,1626,1,1731,0,1761,0,1955,0,2247,0,2280,0,,,,,,,,
1359,13,1359,1,1359,2,1359,1,1359,2,1359,0,1359,1,1359,2,1359,1,1359,1,1359,2,1359,2,1359,2,1364,2,1364,0,1367,2,1367,2,1389,1,1393,0,1393,1,1397,0,1401,1,1410,0,1440,0,1474,1,1478,0,1533,1,1576,0,1630,1,1736,0,1765,0,1959,0,2251,0,2285,0,,,,,,,,
1364,13,1364,1,1364,2,1364,1,1364,2,1364,0,1364,1,1364,1,1364,1,1364,1,1364,2,1364,2,1364,2,1367,2,1367,0,1372,2,1372,2,1393,1,1397,0,1397,0,1401,0,1406,1,1414,0,1444,0,1478,1,1483,0,1537,1,1579,0,1635,1,1740,0,1769,0,1963,0,2254,0,2289,0,,,,,,,,
1367,13,1367,1,1367,2,1367,1,1367,2,1367,0,1367,1,1367,2,1367,1,1367,1,1367,2,1367,2,1367,2,1372,2,1372,0,1376,2,1376,2,1397,1,1401,0,1401,0,1406,0,1410,1,1419,0,1448,0,1483,1,1486,0,1542,1,1583,0,1638,1,1744,0,1774,0,1967,0,2259,0,2293,0,,,,,,,,
1372,13,1372,1,1372,2,1372,1,1372,2,1372,0,1372,1,1372,2,1372,1,1372,1,1372,2,1372,2,1372,2,1376,2,1376,0,1381,2,1381,2,1401,1,1406,0,1406,0,1410,0,1414,1,1422,0,1453,0,1486,1,1491,0,1545,1,1587,0,1643,1,1749,0,1777,0,1972,0,2264,0,2297,0,,,,,,,,
1376,13,1376,1,1376,2,1376,1,1376,2,1376,0,1376,1,1376,3,1376,1,1376,1,1376,2,1376,2,1376,2,1381,2,1381,0,1385,2,1385,2,1406,1,1410,0,1410,0,1414,0,1419,1,1427,0,1457,0,1491,1,1495,0,1549,1,1592,0,1647,1,1752,0,1782,0,1976,0,2267,0,2301,0,,,,,,,,
1381,13,1381,1,1381,2,1381,1,1381,2,1381,1,1381,1,1381,3,1381,1,1381,1,1381,2,1381,2,1381,2,1385,2,1385,0,1389,2,1389,2,1410,1,1414,0,1414,0,1419,0,1422,1,1431,0,1461,0,1495,0,1499,0,1554,1,1596,0,1651,1,1757,0,1786,0,1981,0,2271,0,2305,0,,,,,,,,
1385,13,1385,1,1385,2,1385,1,1385,2,1385,1,1385,1,1385,3,1385,1,1385,1,1385,4,1385,2,1385,2,1389,2,1389,1,1393,2,1393,2,1414,1,1419,0,1419,0,1422,0,1427,1,1435,0,1465,0,1499,0,1504,0,1558,1,1600,0,1656,1,1761,0,1791,0,1984,0,2275,0,2309,0,,,,,,,,
1389,13,1389,1,1389,2,1389,1,1389,2,1389,1,1389,1,1389,3,1389,1,1389,1,1389,4,1389,2,1389,2,1393,2,1393,1,1397,2,1397,2,1419,1,1422,0,1422,0,1427,0,1431,1,1440,0,1470,0,1504,0,1507,0,1562,0,1604,0,1659,1,1765,0,1794,0,1988,0,2280,0,2314,0,,,,,,,,
1393,13,1393,1,1393,2,1393,1,1393,2,1393,1,1393,1,1393,3,1393,1,1393,1,1393,4,1393,2,1393,2,1397,2,1397,1,1401,2,1401,2,1422,1,1427,0,1427,0,1431,0,1435,1,1444,0,1474,0,1507,0,1512,0,1567,0,1609,0,1664,1,1769,0,1799,0,1993,0,2285,0,2318,0,,,,,,,,
1397,13,1397,1,1397,2,1397,1,1397,2,1397,1,1397,1,1397,3,1397,1,1397,1,1397,4,1397,2,1397,2,1401,2,1401,1,1406,2,1406,2,1427,1,1431,0,1431,0,1435,0,1440,1,1448,0,1478,0,1512,0,1516,0,1571,0,1613,0,1668,1,1774,0,1803,0,1997,0,2289,0,2322,0,,,,,,,,
1401,13,1401,1,1401,2,1401,1,1401,2,1401,1,1401,1,1401,3,1401,1,1401,1,1401,4,1401,2,1401,2,1406,2,1406,1,1410,2,1410,2,1431,1,1435,0,1435,0,1440,0,1444,1,1453,0,1483,0,1516,0,1521,0,1576,0,1618,0,1673,0,1777,0,1807,0,2002,0,2293,0,2326,0,,,,,,,,
1406,13,1406,2,1406,2,1406,1,1406,2,1406,1,1406,1,1406,3,1406,1,1406,1,1406,5,1406,2,1406,2,1410,2,1410,1,1414,2,1414,1,1435,1,1440,0,1440,0,1444,0,1448,1,1457,0,1486,0,1521,0,1525,0,1579,0,1621,0,1676,0,1782,0,1811,0,2005,0,2297,0,2330,0,,,,,,,,
1410,13,1410,2,1410,2,1410,1,1410,2,1410,1,1410,1,1410,3,1410,1,1410,1,1410,5,1410,2,1410,2,1414,2,1414,1,1419,2,1419,1,1440,1,1444,0,1444,0,1448,0,1453,1,1461,0,1491,0,1525,0,1528,0,1583,0,1626,0,1681,0,1786,0,1815,0,2010,0,2301,0,2334,0,,,,,,,,
1414,13,1414,2,1414,2,1414,1,1414,2,1414,1,1414,1,1414,3,1414,0,1414,1,1414,6,1414,2,1414,2,1419,2,1419,1,1422,2,1422,1,1444,1,1448,0,1448,0,1453,0,1457,1,1465,0,1495,0,1528,0,1533,0,1587,0,1630,0,1685,0,1791,0,1820,0,2015,0,2305,0,2339,0,,,,,,,,
1419,13,1419,2,1419,2,1419,1,1419,2,1419,1,1419,1,1419,3,1419,0,1419,1,1419,6,1419,2,1419,2,1422,2,1422,1,1427,2,1427,1,1448,1,1453,0,1453,0,1457,0,1461,1,1470,0,1499,0,1533,0,1537,0,1592,0,1635,0,1689,0,1794,0,1824,0,2019,0,2309,0,2344,0,,,,,,,,
1422,13,1422,2,1422,2,1422,1,1422,2,1422,1,1422,1,1422,3,1422,0,1422,1,1422,6,1422,2,1422,2,1427,2,1427,1,1431,2,1431,0,1453,1,1457,0,1457,0,1461,0,1465,1,1474,0,1504,0,1537,0,1542,0,1596,0,1638,0,1693,0,1799,0,1828,0,2022,0,2314,0,2348,0,,,,,,,,
1427,13,1427,2,1427,2,1427,1,1427,2,1427,1,1427,1,1427,3,1427,0,1427,1,1427,6,1427,2,1427,2,1431,2,1431,1,1435,2,1435,0,1457,1,1461,0,1461,0,1465,0,1470,1,1478,0,1507,0,1542,0,1545,0,1600,0,1643,0,1697,0,1803,0,1832,0,2026,0,2318,0,2352,0,,,,,,,,
1431,13,1431,2,1431,2,1431,1,1431,2,1431,1,1431,1,1431,2,1431,0,1431,1,1431,6,1431,2,1431,2,1435,2,1435,1,1440,2,1440,1,1461,1,1465,0,1465,0,1470,0,1474,1,1483,0,1512,0,1545,0,1549,0,1604,0,1647,0,1702,0,1807,0,1837,0,2031,0,2322,0,2356,0,,,,,,,,
1435,13,1435,2,1435,2,1435,1,1435,2,1435,1,1435,1,1435,1,1435,0,1435,1,1435,5,1435,2,1435,2,1440,2,1440,1,1444,2,1444,1,1465,1,1470,0,1470,0,1474,0,1478,1,1486,0,1516,0,1549,0,1554,0,1609,0,1651,0,1706,0,1811,0,1841,0,2035,0,2326,0,2360,0,,,,,,,,
1440,13,1440,2,1440,2,1440,1,1440,2,1440,0,1440,1,1440,1,1440,0,1440,1,1440,5,1440,2,1440,2,1444,2,1444,2,1448,2,1448,1,1470,1,1474,0,1474,0,1478,0,1483,1,1491,0,1521,0,1554,0,1558,0,1613,0,1656,0,1711,0,1815,0,1845,0,2039,0,2330,0,2364,0,,,,,,,,
1444,13,1444,2,1444,2,1444,1,1444,2,1444,0,1444,1,1444,1,1444,0,1444,1,1444,5,1444,2,1444,2,1448,2,1448,2,1453,2,1453,1,1474,1,1478,0,1478,0,1483,0,1486,1,1495,0,1525,0,1558,0,1562,0,1618,0,1659,0,1714,0,1820,0,1849,0,2043,0,2334,0,2368,0,,,,,,,,
1448,13,1448,2,1448,2,1448,1,1448,2,1448,0,1448,1,1448,1,1448,0,1448,1,1448,4,1448,2,1448,2,1453,2,1453,2,1457,2,1457,2,1478,1,1483,0,1483,0,1486,0,1491,1,1499,0,1528,0,1562,0,1567,0,1621,0,1664,0,1719,0,1824,0,1853,0,2048,0,2339,0,2373,0,,,,,,,,
1453,13,1453,2,1453,2,1453,1,1453,2,1453,0,1453,1,1453,1,1453,0,1453,1,1453,4,1453,2,1453,2,1457,2,1457,2,1461,2,1461,2,1483,1,1486,0,1486,0,1491,0,1495,1,1504,0,1533,0,1567,0,1571,0,1626,0,1668,0,1723,0,1828,0,1857,0,2052,0,2344,0,2378,0,,,,,,,,
1457,13,1457,2,1457,2,1457,1,1457,2,1457,0,1457,1,1457,2,1457,0,1457,1,1457,4,1457,2,1457,2,1461,2,1461,2,1465,2,1465,2,1486,1,1491,0,1491,0,1495,0,1499,1,1507,0,1537,0,1571,0,1576,0,1630,0,1673,0,1727,0,1832,0,1862,0,2056,0,2348,0,2381,0,,,,,,,,
1461,13,1461,2,1461,2,1461,1,1461,2,1461,1,1461,1,1461,2,1461,0,1461,1,1461,4,1461,2,1461,2,1465,2,1465,2,1470,2,1470,2,1491,1,1495,0,1495,0,1499,0,1504,1,1512,0,1542,0,1576,0,1579,0,1635,0,1676,0,1731,0,1837,0,1866,0,2060,0,2352,0,2386,0,,,,,,,,
1465,13,1465,1,1465,2,1465,1,1465,1,1465,1,1465,1,1465,2,1465,0,1465,1,1465,3,1465,2,1465,2,1470,2,1470,2,1474,2,1474,2,1495,1,1499,0,1499,0,1504,0,1507,1,1516,0,1545,0,1579,0,1583,0,1638,0,1681,0,1736,1,1841,0,1870,0,2064,0,2356,0,2390,0,,,,,,,,
1470,13,1470,1,1470,2,1470,1,1470,2,1470,1,1470,1,1470,2,1470,0,1470,1,1470,4,1470,2,1470,2,1474,2,1474,2,1478,2,1478,2,1499,1,1504,0,1504,0,1507,0,1512,1,1521,0,1549,0,1583,0,1587,0,1643,0,1685,0,1740,1,1845,0,1875,0,2068,0,2360,0,2394,0,,,,,,,,
1474,13,1474,1,1474,2,1474,1,1474,2,1474,1,1474,2,1474,2,1474,0,1474,1,1474,4,1474,2,1474,1,1478,2,1478,2,1483,2,1483,2,1504,1,1507,0,1507,0,1512,0,1516,1,1525,0,1554,0,1587,0,1592,0,1647,0,1689,0,1744,1,1849,0,1878,0,2073,0,2364,0,2398,0,,,,,,,,
1478,13,1478,1,1478,2,1478,1,1478,2,1478,1,1478,2,1478,2,1478,0,1478,1,1478,4,1478,2,1478,1,1483,2,1483,1,1486,2,1486,2,1507,1,1512,0,1512,0,1516,0,1521,1,1528,0,1558,0,1592,0,1596,0,1651,0,1693,0,1749,1,1853,0,1883,0,2077,0,2368,0,2402,0,,,,,,,,
1483,13,1483,1,1483,2,1483,1,1483,2,1483,1,1483,2,1483,2,1483,0,1483,1,1483,4,1483,2,1483,1,1486,2,1486,1,1491,2,1491,2,1512,1,1516,0,1516,0,1521,0,1525,1,1533,0,1562,0,1596,0,1600,0,1656,0,1697,0,1752,1,1857,0,1887,0,2082,0,2373,0,2407,0,,,,,,,,
1486,13,1486,1,1486,2,1486,1,1486,2,1486,1,1486,2,1486,2,1486,0,1486,1,1486,4,1486,2,1486,1,1491,2,1491,2,1495,2,1495,2,1516,1,1521,0,1521,0,1525,0,1528,1,1537,1,1567,0,1600,0,1604,0,1659,0,1702,0,1757,1,1862,0,1891,0,2086,0,2378,0,2411,0,,,,,,,,
1491,13,1491,1,1491,2,1491,1,1491,2,1491,1,1491,2,1491,2,1491,0,1491,1,1491,4,1491,2,1491,1,1495,2,1495,2,1499,2,1499,2,1521,1,1525,0,1525,1,1528,0,1533,1,1542,1,1571,0,1604,0,1609,0,1664,0,1706,0,1761,1,1866,0,1895,0,2090,0,2381,0,2415,0,,,,,,,,
1495,13,1495,1,1495,2,1495,1,1495,2,1495,1,1495,2,1495,2,1495,0,1495,1,1495,4,1495,2,1495,1,1499,2,1499,2,1504,2,1504,1,1525,1,1528,0,1528,1,1533,0,1537,1,1545,1,1576,0,1609,0,1613,0,1668,0,1711,0,1765,1,1870,0,1900,0,2094,0,2386,0,2420,0,,,,,,,,
1499,13,1499,1,1499,2,1499,1,1499,2,1499,1,1499,2,1499,2,1499,0,1499,1,1499,4,1499,2,1499,1,1504,2,1504,1,1507,2,1507,1,1528,1,1533,0,1533,1,1537,0,1542,1,1549,1,1579,0,1613,0,1618,0,1673,0,1714,0,1769,1,1875,0,1904,0,2098,0,2390,0,2423,0,,,,,,,,
1504,13,1504,1,1504,2,1504,1,1504,2,1504,1,1504,2,1504,2,1504,0,1504,1,1504,4,1504,2,1504,1,1507,2,1507,1,1512,2,1512,1,1533,1,1537,0,1537,1,1542,0,1545,1,1554,1,1583,0,1618,1,1621,0,1676,0,1719,0,1774,1,1878,0,1908,0,2103,0,2394,0,2428,0,,,,,,,,
1507,13,1507,1,1507,2,1507,1,1507,2,1507,1,1507,2,1507,2,1507,0,1507,1,1507,4,1507,2,1507,1,1512,2,1512,1,1516,2,1516,1,1537,1,1542,0,1542,1,1545,0,1549,1,1558,1,1587,0,1621,1,1626,0,1681,0,1723,0,1777,1,1883,0,1913,0,2107,0,2398,0,2432,0,,,,,,,,
1512,13,1512,1,1512,2,1512,1,1512,2,1512,1,1512,2,1512,2,1512,0,1512,1,1512,4,1512,2,1512,1,1516,2,1516,1,1521,2,1521,0,1542,1,1545,0,1545,1,1549,0,1554,1,1562,1,1592,0,1626,1,1630,0,1685,0,1727,0,1782,1,1887,0,1917,0,2111,0,2402,0,2436,0,,,,,,,,
1516,13,1516,1,1516,2,1516,1,1516,2,1516,1,1516,2,1516,2,1516,0,1516,1,1516,4,1516,2,1516,1,1521,2,1521,1,1525,2,1525,0,1545,1,1549,0,1549,1,1554,0,1558,1,1567,1,1596,0,1630,1,1635,0,1689,0,1731,0,1786,1,1891,0,1921,0,2115,0,2407,0,2440,0,,,,,,,,
1521,13,1521,1,1521,2,1521,1,1521,2,1521,0,1521,2,1521,2,1521,0,1521,1,1521,4,1521,2,1521,1,1525,2,1525,1,1528,2,1528,1,1549,1,1554,0,1554,1,1558,0,1562,0,1571,1,1600,0,1635,1,1638,0,1693,0,1736,0,1791,1,1895,0,1925,0,2119,0,2411,0,2445,0,,,,,,,,
1525,13,1525,1,1525,2,1525,1,1525,2,1525,0,1525,2,1525,3,1525,0,1525,1,1525,4,1525,2,1525,1,1528,2,1528,1,1533,2,1533,1,1554,1,1558,0,1558,1,1562,0,1567,0,1576,1,1604,0,1638,1,1643,0,1697,0,1740,0,1794,1,1900,0,1930,0,2123,0,2415,0,2449,0,,,,,,,,
1528,13,1528,1,1528,2,1528,1,1528,2,1528,0,1528,2,1528,3,1528,0,1528,1,1528,4,1528,2,1528,1,1533,2,1533,1,1537,2,1537,1,1558,1,1562,0,1562,1,1567,0,1571,0,1579,1,1609,0,1643,1,1647,0,1702,0,1744,0,1799,0,1904,0,1934,0,2127,0,2420,0,2453,0,,,,,,,,
1533,13,1533,1,1533,2,1533,1,1533,2,1533,0,1533,2,1533,3,1533,0,1533,1,1533,4,1533,2,1533,1,1537,2,1537,1,1542,2,1542,1,1562,1,1567,0,1567,1,1571,0,1576,0,1583,1,1613,0,1647,1,1651,0,1706,0,1749,0,1803,0,1908,0,1938,0,2131,0,2423,0,,,,,,,,,,
1537,13,1537,1,1537,2,1537,1,1537,2,1537,0,1537,1,1537,3,1537,0,1537,1,1537,4,1537,2,1537,1,1542,2,1542,1,1545,2,1545,2,1567,1,1571,0,1571,1,1576,0,1579,0,1587,1,1618,0,1651,1,1656,0,1711,0,1752,0,1807,0,1913,0,1941,0,2136,0,2428,0,,,,,,,,,,
1542,13,1542,1,1542,2,1542,1,1542,2,1542,0,1542,1,1542,3,1542,0,1542,1,1542,3,1542,2,1542,1,1545,2,1545,1,1549,2,1549,2,1571,1,1576,0,1576,1,1579,0,1583,0,1592,1,1621,0,1656,1,1659,0,1714,0,1757,0,1811,0,1917,0,1946,0,2140,0,2432,0,,,,,,,,,,
1545,13,1545,1,1545,2,1545,1,1545,2,1545,0,1545,1,1545,3,1545,0,1545,1,1545,3,1545,2,1545,1,1549,2,1549,1,1554,2,1554,2,1576,1,1579,0,1579,1,1583,0,1587,0,1596,1,1626,0,1659,1,1664,0,1719,0,1761,0,1815,0,1921,1,1950,0,2144,0,2436,0,,,,,,,,,,
1549,13,1549,1,1549,2,1549,1,1549,2,1549,0,1549,1,1549,3,1549,0,1549,1,1549,3,1549,2,1549,1,1554,2,1554,1,1558,2,1558,2,1579,1,1583,0,1583,1,1587,0,1592,0,1600,0,1630,0,1664,1,1668,0,1723,0,1765,0,1820,0,1925,1,1955,0,2148,0,2440,0,,,,,,,,,,
1554,13,1554,1,1554,2,1554,1,1554,2,1554,0,1554,1,1554,3,1554,0,1554,1,1554,3,1554,2,1554,1,1558,2,1558,1,1562,2,1562,2,1583,1,1587,0,1587,0,1592,0,1596,0,1604,0,1635,0,1668,1,1673,0,1727,0,1769,0,1824,0,1930,1,1959,0,2153,0,2445,0,,,,,,,,,,
1558,13,1558,1,1558,2,1558,1,1558,2,1558,0,1558,1,1558,3,1558,0,1558,1,1558,4,1558,2,1558,2,1562,2,1562,1,1567,2,1567,2,1587,1,1592,0,1592,0,1596,0,1600,0,1609,0,1638,0,1673,1,1676,0,1731,0,1774,0,1828,0,1934,1,1963,0,2157,0,2449,0,,,,,,,,,,
1562,13,1562,1,1562,2,1562,1,1562,2,1562,0,1562,1,1562,3,1562,0,1562,1,1562,4,1562,2,1562,2,1567,2,1567,1,1571,2,1571,2,1592,1,1596,0,1596,0,1600,0,1604,0,1613,0,1643,0,1676,0,1681,0,1736,0,1777,0,1832,0,1938,1,1967,0,2161,0,2453,0,,,,,,,,,,
1567,13,1567,1,1567,2,1567,1,1567,2,1567,0,1567,1,1567,3,1567,0,1567,1,1567,4,1567,2,1567,2,1571,2,1571,1,1576,2,1576,2,1596,1,1600,0,1600,0,1604,0,1609,0,1618,0,1647,0,1681,0,1685,0,1740,0,1782,0,1837,0,1941,1,1972,0,2165,0,,,,,,,,,,,,
1571,13,1571,1,1571,2,1571,1,1571,3,1571,0,1571,1,1571,3,1571,0,1571,1,1571,4,1571,2,1571,2,1576,2,1576,1,1579,2,1579,2,1600,1,1604,0,1604,0,1609,0,1613,1,1621,0,1651,0,1685,0,1689,0,1744,0,1786,0,1841,0,1946,1,1976,0,2169,0,,,,,,,,,,,,
1576,13,1576,1,1576,2,1576,1,1576,3,1576,0,1576,1,1576,3,1576,0,1576,1,1576,5,1576,2,1576,2,1579,2,1579,1,1583,2,1583,2,1604,1,1609,0,1609,0,1613,0,1618,1,1626,0,1656,0,1689,0,1693,0,1749,0,1791,0,1845,0,1950,1,1981,0,2174,0,,,,,,,,,,,,
1579,13,1579,1,1579,2,1579,1,1579,3,1579,0,1579,1,1579,3,1579,0,1579,1,1579,5,1579,2,1579,2,1583,2,1583,1,1587,2,1587,2,1609,1,1613,0,1613,0,1618,0,1621,1,1630,0,1659,0,1693,0,1697,0,1752,0,1794,0,1849,0,1955,1,1984,0,2178,0,,,,,,,,,,,,
1583,13,1583,1,1583,2,1583,1,1583,3,1583,0,1583,1,1583,3,1583,0,1583,1,1583,6,1583,2,1583,2,1587,2,1587,1,1592,2,1592,1,1613,1,1618,0,1618,0,1621,0,1626,1,1635,0,1664,0,1697,0,1702,0,1757,0,1799,0,1853,0,1959,1,1988,0,2182,0,,,,,,,,,,,,
1587,13,1587,1,1587,2,1587,1,1587,3,1587,0,1587,1,1587,3,1587,0,1587,1,1587,6,1587,2,1587,2,1592,2,1592,1,1596,2,1596,1,1618,1,1621,0,1621,0,1626,0,1630,1,1638,0,1668,0,1702,0,1706,0,1761,0,1803,0,1857,0,1963,1,1993,0,2187,0,,,,,,,,,,,,
1592,13,1592,1,1592,2,1592,1,1592,3,1592,0,1592,1,1592,3,1592,0,1592,1,1592,6,1592,2,1592,2,1596,2,1596,1,1600,2,1600,2,1621,1,1626,0,1626,0,1630,0,1635,1,1643,0,1673,0,1706,0,1711,0,1765,0,1807,0,1862,0,1967,1,1997,0,2191,0,,,,,,,,,,,,
1596,13,1596,1,1596,2,1596,1,1596,3,1596,0,1596,1,1596,3,1596,0,1596,1,1596,6,1596,2,1596,2,1600,2,1600,1,1604,2,1604,2,1626,1,1630,0,1630,0,1635,0,1638,1,1647,0,1676,0,1711,0,1714,0,1769,0,1811,0,1866,0,1972,1,2002,0,2196,0,,,,,,,,,,,,
1600,13,1600,1,1600,2,1600,1,1600,3,1600,0,1600,1,1600,3,1600,0,1600,1,1600,5,1600,2,1600,2,1604,2,1604,1,1609,2,1609,1,1630,1,1635,0,1635,0,1638,0,1643,1,1651,0,1681,0,1714,0,1719,0,1774,0,1815,0,1870,0,1976,1,2005,0,2199,0,,,,,,,,,,,,
1604,13,1604,1,1604,2,1604,1,1604,3,1604,0,1604,1,1604,3,1604,0,1604,1,1604,6,1604,2,1604,2,1609,2,1609,1,1613,2,1613,1,1635,1,1638,0,1638,0,1643,0,1647,1,1656,0,1685,0,1719,0,1723,0,1777,0,1820,0,1875,0,1981,1,2010,0,2204,0,,,,,,,,,,,,
1609,13,1609,1,1609,2,1609,1,1609,3,1609,0,1609,1,1609,3,1609,0,1609,1,1609,7,1609,2,1609,2,1613,2,1613,1,1618,2,1618,1,1638,1,1643,0,1643,0,1647,0,1651,2,1659,0,1689,0,1723,0,1727,0,1782,0,1824,0,1878,0,1984,1,2015,0,2208,0,,,,,,,,,,,,
1613,13,1613,1,1613,2,1613,1,1613,3,1613,0,1613,1,1613,3,1613,0,1613,1,1613,7,1613,2,1613,2,1618,2,1618,1,1621,2,1621,1,1643,1,1647,0,1647,0,1651,0,1656,2,1664,0,1693,0,1727,0,1731,0,1786,0,1828,0,1883,0,1988,1,2019,0,2212,0,,,,,,,,,,,,
1618,13,1618,1,1618,2,1618,1,1618,3,1618,0,1618,2,1618,3,1618,0,1618,1,1618,7,1618,2,1618,2,1621,2,1621,1,1626,2,1626,1,1647,1,1651,0,1651,0,1656,0,1659,2,1668,0,1697,0,1731,0,1736,0,1791,0,1832,0,1887,0,1993,1,2022,0,2216,0,,,,,,,,,,,,
1621,13,1621,1,1621,2,1621,1,1621,3,1621,0,1621,2,1621,3,1621,0,1621,1,1621,6,1621,2,1621,2,1626,2,1626,0,1630,2,1630,1,1651,1,1656,0,1656,0,1659,0,1664,2,1673,0,1702,0,1736,1,1740,0,1794,0,1837,0,1891,0,1997,1,2026,0,2220,0,,,,,,,,,,,,
1626,13,1626,1,1626,2,1626,1,1626,3,1626,0,1626,2,1626,3,1626,0,1626,1,1626,6,1626,2,1626,2,1630,2,1630,1,1635,2,1635,1,1656,1,1659,0,1659,0,1664,0,1668,2,1676,0,1706,0,1740,1,1744,0,1799,0,1841,0,1895,0,2002,1,2031,0,2227,0,,,,,,,,,,,,
1630,13,1630,1,1630,2,1630,1,1630,3,1630,0,1630,2,1630,3,1630,0,1630,1,1630,6,1630,2,1630,2,1635,2,1635,1,1638,2,1638,1,1659,1,1664,0,1664,0,1668,0,1673,2,1681,0,1711,0,1744,1,1749,0,1803,0,1845,0,1900,0,2005,1,2035,0,2229,0,,,,,,,,,,,,
1635,13,1635,1,1635,2,1635,1,1635,3,1635,0,1635,2,1635,3,1635,0,1635,1,1635,6,1635,2,1635,2,1638,2,1638,1,1643,2,1643,1,1664,1,1668,0,1668,0,1673,0,1676,2,1685,0,1714,0,1749,1,1752,0,1807,0,1849,0,1904,0,2010,1,2039,0,2233,0,,,,,,,,,,,,
1638,13,1638,1,1638,2,1638,1,1638,3,1638,0,1638,2,1638,3,1638,0,1638,1,1638,6,1638,2,1638,2,1643,2,1643,1,1647,2,1647,1,1668,1,1673,0,1673,0,1676,0,1681,2,1689,0,1719,0,1752,1,1757,0,1811,0,1853,0,1908,0,2015,1,2043,0,2238,0,,,,,,,,,,,,
