Time,Manual_Count,Time,DrayTek Corp.,Time,NETCOMM LIMITED,Time,ICP Electronics Inc.,Time,Ubiquiti Networks,Time,UNKNOWN,Time,Hewlett-Packard Company,Time,Apple,Time,Intel Corporate,Time,Billion Electric Co. Ltd.,Time,NETGEAR,Time,"Samsung Electro Mechanics co., LTD.",Time,"NETGEAR INC.,",Time,Netgear Inc.,Time,ASUSTek COMPUTER INC.,Time,Routerboard.com,Time,"GIGA-BYTE TECHNOLOGY CO.,LTD.",Time,IBM Corp,Time,D-Link International,Time,"CISCO SYSTEMS, INC.",Time,"Samsung Electro Mechanics co.,LTD.",Time,"TP-LINK TECHNOLOGIES CO.,LTD.",Time,"Hon Hai Precision Ind. Co.,Ltd.",Time,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",Time,Hewlett Packard,Time,"Murata Manufactuaring Co.,Ltd.",Time,"Apple, Inc",Time,Belkin International Inc.,Time,D-LINK INTERNATIONAL PTE LIMITED,Time,Lexmark International Inc.,Time,IBM,Time,SEIKO EPSON CORPORATION,Time,Microsoft Corporation,Time,Dell Inc,Time,Sony Mobile Communications AB,Time,"Apple, Inc.",Time,Apple Inc,Time,Microsoft,Time,SAMSUNG ELECTRO-MECHANICS,Time,Liteon Technology Corporation,Time,"Shenzhen Xin KingBrand enterprises Co.,Ltd",Time,"Samsung Electronics ITS, Printer division",Time,Wistron Corporation,Time,"TP-LINK TECHNOLOGIES CO., LTD.",Time,"Azurewave Technologies., inc.",Time,Askey Computer Corp,Time,Zebra Technologies Inc,Time,HTC Corporation,Time,"Samsung Electronics Co., LTD"
541,7,541,1,541,1,541,0,541,0,541,2,541,0,541,3,541,1,541,1,541,3,541,0,541,2,545,0,545,0,545,0,545,1,549,0,549,1,549,1,553,0,553,1,562,0,574,1,587,0,587,0,591,0,601,0,613,0,622,0,631,0,635,0,656,0,691,0,726,0,743,0,747,0,765,0,769,0,882,0,,,,,,,,,,,,,,,,,,
545,7,545,0,545,1,545,0,545,0,545,2,545,0,545,4,545,2,545,1,545,4,545,0,545,2,549,1,549,0,549,0,549,1,553,0,553,0,553,1,557,0,557,1,566,0,579,0,591,0,591,0,596,0,605,0,617,0,626,0,635,0,639,0,661,0,696,0,730,0,747,0,751,0,769,0,774,0,886,0,,,,,,,,,,,,,,,,,,
549,7,549,0,549,1,549,0,549,0,549,1,549,0,549,4,549,1,549,1,549,3,549,0,549,2,553,1,553,1,553,0,553,1,557,0,557,1,557,2,562,0,562,1,570,0,583,0,596,0,596,0,601,0,609,1,622,0,631,0,639,0,644,0,666,0,700,0,734,0,751,0,756,0,774,0,778,0,890,0,,,,,,,,,,,,,,,,,,
553,7,553,0,553,1,553,0,553,0,553,2,553,0,553,2,553,0,553,1,553,2,553,0,553,2,557,1,557,1,557,0,557,0,562,0,562,1,562,2,566,0,566,1,574,0,587,1,601,1,601,0,605,0,613,1,626,0,635,0,644,0,649,0,670,0,705,0,739,0,756,0,760,0,778,0,782,0,895,0,,,,,,,,,,,,,,,,,,
557,6,557,0,557,0,557,0,557,0,557,2,557,0,557,3,557,0,557,1,557,3,557,0,557,2,562,1,562,0,562,0,562,1,566,0,566,1,566,1,570,0,570,0,579,0,591,1,605,1,605,0,609,0,617,1,631,0,639,0,649,0,652,0,674,0,709,0,743,0,760,0,765,0,782,0,786,0,899,0,,,,,,,,,,,,,,,,,,
562,6,562,0,562,0,562,0,562,0,562,2,562,1,562,2,562,1,562,1,562,3,562,0,562,2,566,1,566,0,566,0,566,3,570,0,570,1,570,1,574,0,574,1,583,0,596,0,609,0,609,0,613,0,622,0,635,0,644,0,652,0,656,0,678,1,713,0,747,0,765,0,769,0,786,0,791,0,,,,,,,,,,,,,,,,,,,,
566,6,566,0,566,1,566,0,566,0,566,1,566,2,566,1,566,1,566,1,566,2,566,0,566,2,570,1,570,0,570,0,570,3,574,0,574,1,574,1,579,0,579,1,587,0,601,1,613,0,613,0,617,0,626,0,639,0,649,0,656,0,661,0,682,1,717,0,751,0,769,0,774,0,791,0,794,0,,,,,,,,,,,,,,,,,,,,
570,6,570,0,570,1,570,0,570,1,570,2,570,2,570,2,570,1,570,1,570,2,570,0,570,1,574,0,574,1,574,0,574,1,579,0,579,1,579,1,583,0,583,1,591,0,605,1,617,0,617,0,622,0,631,0,644,0,652,0,661,0,666,0,687,0,722,0,756,0,774,0,778,0,794,0,799,0,,,,,,,,,,,,,,,,,,,,
574,6,574,0,574,1,574,0,574,1,574,3,574,1,574,3,574,2,574,1,574,2,574,0,574,1,579,0,579,2,579,0,579,1,583,0,583,1,583,1,587,0,587,1,596,0,609,0,622,0,622,0,626,0,635,0,649,0,656,0,666,0,670,0,691,0,726,0,760,0,778,0,782,0,799,0,803,0,,,,,,,,,,,,,,,,,,,,
579,6,579,0,579,0,579,0,579,1,579,3,579,0,579,3,579,3,579,1,579,2,579,0,579,2,583,1,583,2,583,0,583,0,587,0,587,1,587,1,591,0,591,0,601,0,613,0,626,0,626,0,631,1,639,0,652,0,661,0,670,0,674,0,696,0,730,0,765,0,782,0,786,0,803,0,807,0,,,,,,,,,,,,,,,,,,,,
583,7,583,0,583,1,583,0,583,1,583,2,583,0,583,3,583,1,583,1,583,2,583,0,583,2,587,1,587,2,587,0,587,0,591,0,591,1,591,1,596,0,596,0,605,0,617,0,631,0,631,0,635,2,644,1,656,0,666,0,674,0,678,0,700,0,734,0,769,0,786,1,791,0,807,0,811,0,,,,,,,,,,,,,,,,,,,,
587,7,587,0,587,1,587,0,587,1,587,2,587,1,587,1,587,0,587,1,587,3,587,0,587,1,591,0,591,2,591,0,591,0,596,0,596,1,596,1,601,0,601,1,609,0,622,0,635,0,635,0,639,1,649,1,661,0,670,0,678,0,682,0,705,0,739,0,774,0,791,1,794,0,811,0,817,0,,,,,,,,,,,,,,,,,,,,
591,7,591,0,591,1,591,0,591,1,591,3,591,1,591,2,591,0,591,1,591,2,591,0,591,1,596,0,596,1,596,0,596,0,601,0,601,1,601,1,605,0,605,1,613,0,626,0,639,0,639,0,644,0,652,0,666,0,674,0,682,0,687,0,709,0,743,0,778,0,794,0,799,0,817,0,821,0,,,,,,,,,,,,,,,,,,,,
596,7,596,0,596,1,596,0,596,0,596,2,596,1,596,4,596,0,596,1,596,2,596,0,596,0,601,0,601,0,601,0,601,1,605,1,605,0,605,1,609,0,609,1,617,0,631,0,644,0,644,0,649,0,656,0,670,0,678,0,687,0,691,0,713,0,747,0,782,0,799,0,803,0,821,0,824,0,,,,,,,,,,,,,,,,,,,,
601,7,601,0,601,1,601,0,601,0,601,1,601,0,601,3,601,1,601,1,601,1,601,0,601,2,605,0,605,0,605,0,605,1,609,1,609,0,609,1,613,0,613,0,622,0,635,0,649,0,649,0,652,1,661,1,674,0,682,0,691,0,696,0,717,0,751,0,786,0,803,0,807,0,824,0,829,0,,,,,,,,,,,,,,,,,,,,
605,7,605,0,605,1,605,0,605,0,605,2,605,0,605,5,605,1,605,2,605,1,605,0,605,2,609,0,609,1,609,1,609,1,613,0,613,1,613,1,617,0,617,0,626,0,639,0,652,0,652,0,656,1,666,1,678,0,687,0,696,0,700,0,722,0,756,0,791,0,807,0,811,0,829,0,833,0,,,,,,,,,,,,,,,,,,,,
609,7,609,0,609,1,609,1,609,0,609,2,609,0,609,4,609,1,609,2,609,2,609,1,609,2,613,1,613,1,613,1,613,1,617,0,617,1,617,1,622,0,622,1,631,0,644,0,656,0,656,0,661,0,670,0,682,0,691,0,700,0,705,0,726,0,760,0,794,0,811,0,817,0,833,0,837,0,,,,,,,,,,,,,,,,,,,,
613,7,613,0,613,1,613,2,613,0,613,1,613,0,613,3,613,2,613,1,613,3,613,1,613,2,617,1,617,0,617,0,617,0,622,0,622,1,622,1,626,0,626,1,635,0,649,0,661,0,661,0,666,0,674,0,687,0,696,0,705,0,709,0,730,0,765,0,799,0,817,0,821,0,837,0,842,0,,,,,,,,,,,,,,,,,,,,
617,7,617,1,617,1,617,1,617,0,617,1,617,0,617,3,617,1,617,1,617,4,617,0,617,2,622,0,622,0,622,0,622,1,626,0,626,0,626,1,631,0,631,1,639,0,652,0,666,0,666,0,670,0,678,0,691,0,700,0,709,0,713,0,734,0,769,0,803,0,821,0,824,0,842,0,846,0,,,,,,,,,,,,,,,,,,,,
622,7,622,1,622,0,622,0,622,0,622,1,622,1,622,3,622,1,622,1,622,4,622,0,622,2,626,0,626,0,626,0,626,1,631,0,631,1,631,1,635,0,635,1,644,0,656,0,670,0,670,1,674,0,682,0,696,0,705,0,713,1,717,0,739,0,774,0,807,0,824,0,829,0,846,0,850,0,,,,,,,,,,,,,,,,,,,,
626,7,626,0,626,1,626,0,626,0,626,2,626,1,626,3,626,1,626,1,626,3,626,0,626,2,631,0,631,0,631,0,631,1,635,0,635,1,635,1,639,0,639,1,649,0,661,0,674,0,674,1,678,0,687,0,700,0,709,0,717,1,722,0,743,0,778,0,811,0,829,0,833,0,850,0,855,0,,,,,,,,,,,,,,,,,,,,
631,7,631,0,631,2,631,0,631,0,631,2,631,0,631,2,631,1,631,1,631,2,631,0,631,2,635,0,635,0,635,0,635,1,639,0,639,1,639,1,644,0,644,1,652,0,666,0,678,0,678,0,682,0,691,0,705,0,713,0,722,0,726,1,747,0,782,0,817,0,833,0,837,0,855,0,859,0,,,,,,,,,,,,,,,,,,,,
635,7,635,0,635,1,635,0,635,1,635,2,635,0,635,1,635,1,635,1,635,2,635,0,635,2,639,0,639,0,639,0,639,0,644,0,644,1,644,1,649,0,649,1,656,0,670,0,682,0,682,0,687,0,696,0,709,0,717,0,726,0,730,1,751,0,786,0,821,0,837,0,842,0,859,0,863,0,,,,,,,,,,,,,,,,,,,,
639,7,639,0,639,0,639,0,639,1,639,2,639,0,639,0,639,1,639,1,639,3,639,0,639,2,644,0,644,0,644,0,644,0,649,0,649,1,649,1,652,0,652,0,661,0,674,1,687,0,687,0,691,0,700,0,713,0,722,0,730,0,734,0,756,0,791,0,824,0,842,0,846,0,863,0,872,0,,,,,,,,,,,,,,,,,,,,
644,7,644,0,644,0,644,0,644,0,644,2,644,0,644,1,644,0,644,1,644,2,644,0,644,2,649,0,649,0,649,0,649,0,652,0,652,1,652,1,656,0,656,1,666,0,678,1,691,0,691,0,696,0,705,0,717,0,726,0,734,0,739,0,760,0,794,0,829,0,846,0,850,0,872,0,878,0,,,,,,,,,,,,,,,,,,,,
649,7,649,0,649,0,649,0,649,0,649,3,649,0,649,1,649,0,649,1,649,1,649,0,649,2,652,0,652,0,652,0,652,0,656,1,656,1,656,1,661,0,661,1,670,0,682,0,696,0,696,0,700,0,709,0,722,0,730,0,739,0,743,0,765,1,799,0,833,0,850,0,855,0,878,0,882,0,,,,,,,,,,,,,,,,,,,,
652,7,652,0,652,0,652,0,652,0,652,4,652,0,652,1,652,0,652,1,652,3,652,0,652,2,656,0,656,0,656,0,656,1,661,1,661,0,661,1,666,0,666,0,674,0,687,0,700,0,700,0,705,0,713,0,726,0,734,0,743,0,747,0,769,1,803,0,837,0,855,0,859,0,882,0,886,0,,,,,,,,,,,,,,,,,,,,
656,7,656,0,656,1,656,0,656,0,656,3,656,0,656,2,656,1,656,1,656,3,656,0,656,2,661,0,661,1,661,0,661,1,666,0,666,1,666,1,670,0,670,0,678,0,691,0,705,0,705,0,709,0,717,0,730,0,739,0,747,0,751,0,774,0,807,0,842,0,859,0,863,0,886,0,890,0,,,,,,,,,,,,,,,,,,,,
661,7,661,0,661,1,661,0,661,0,661,3,661,1,661,3,661,1,661,1,661,2,661,0,661,3,666,1,666,1,666,0,666,1,670,0,670,1,670,1,674,0,674,0,682,0,696,0,709,0,709,0,713,0,722,0,734,0,743,0,751,0,756,0,778,0,811,0,846,0,863,0,872,0,890,0,895,0,,,,,,,,,,,,,,,,,,,,
666,7,666,0,666,1,666,0,666,0,666,3,666,1,666,5,666,1,666,1,666,2,666,0,666,3,670,1,670,0,670,0,670,3,674,0,674,0,674,1,678,0,678,0,687,0,700,0,713,0,713,0,717,1,726,0,739,0,747,0,756,0,760,0,782,0,817,1,850,0,872,0,878,0,895,0,899,0,,,,,,,,,,,,,,,,,,,,
670,7,670,0,670,1,670,0,670,0,670,4,670,0,670,5,670,1,670,1,670,3,670,0,670,2,674,2,674,0,674,0,674,2,678,0,678,1,678,1,682,0,682,1,691,0,705,0,717,0,717,0,722,2,730,0,743,0,751,0,760,0,765,0,786,0,821,1,855,0,878,0,882,0,899,0,,,,,,,,,,,,,,,,,,,,,,
674,7,674,0,674,1,674,0,674,0,674,4,674,0,674,2,674,0,674,1,674,3,674,0,674,2,678,2,678,0,678,0,678,0,682,0,682,1,682,1,687,0,687,1,696,0,709,0,722,0,722,0,726,2,734,0,747,0,756,0,765,0,769,0,791,0,824,0,859,0,882,0,886,0,,,,,,,,,,,,,,,,,,,,,,,,
678,7,678,0,678,1,678,0,678,0,678,2,678,0,678,0,678,3,678,1,678,2,678,0,678,2,682,2,682,0,682,0,682,0,687,1,687,0,687,1,691,0,691,1,700,0,713,0,726,0,726,0,730,1,739,0,751,0,760,0,769,0,774,0,794,0,829,0,863,0,886,0,890,0,,,,,,,,,,,,,,,,,,,,,,,,
682,7,682,0,682,1,682,0,682,0,682,3,682,0,682,0,682,3,682,1,682,1,682,0,682,2,687,2,687,0,687,0,687,0,691,1,691,1,691,1,696,0,696,1,705,0,717,0,730,0,730,0,734,0,743,0,756,0,765,0,774,0,778,0,799,1,833,0,872,0,890,0,895,0,,,,,,,,,,,,,,,,,,,,,,,,
687,7,687,1,687,2,687,0,687,0,687,3,687,0,687,1,687,1,687,1,687,1,687,0,687,2,691,2,691,0,691,0,691,1,696,0,696,1,696,1,700,0,700,1,709,0,722,0,734,1,734,0,739,0,747,0,760,0,769,0,778,0,782,0,803,1,837,0,878,0,895,0,899,0,,,,,,,,,,,,,,,,,,,,,,,,
691,7,691,1,691,2,691,0,691,0,691,3,691,1,691,4,691,1,691,1,691,1,691,0,691,2,696,2,696,0,696,0,696,2,700,0,700,0,700,1,705,0,705,1,713,0,726,0,739,1,739,0,743,0,751,0,765,0,774,0,782,0,786,0,807,0,842,0,882,0,899,0,,,,,,,,,,,,,,,,,,,,,,,,,,
696,7,696,0,696,1,696,0,696,1,696,3,696,1,696,3,696,1,696,1,696,1,696,0,696,2,700,2,700,0,700,0,700,1,705,0,705,0,705,1,709,0,709,1,717,0,730,0,743,2,743,0,747,1,756,0,769,0,778,0,786,0,791,0,811,0,846,0,886,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,7,700,0,700,1,700,0,700,1,700,3,700,0,700,1,700,1,700,1,700,1,700,0,700,2,705,2,705,0,705,0,705,1,709,0,709,0,709,1,713,0,713,1,722,0,734,0,747,1,747,0,751,1,760,0,774,0,782,0,791,0,794,0,817,0,850,0,890,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,7,705,0,705,1,705,0,705,0,705,3,705,0,705,2,705,0,705,2,705,3,705,0,705,2,709,2,709,1,709,0,709,1,713,0,713,0,713,1,717,0,717,0,726,0,739,0,751,0,751,0,756,0,765,0,778,0,786,0,794,0,799,0,821,0,855,0,895,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,7,709,0,709,1,709,0,709,1,709,3,709,0,709,2,709,0,709,2,709,3,709,0,709,2,713,2,713,2,713,0,713,2,717,0,717,1,717,1,722,0,722,0,730,0,743,0,756,0,756,0,760,0,769,0,782,0,791,0,799,0,803,0,824,0,859,0,899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,7,713,0,713,0,713,0,713,1,713,4,713,0,713,2,713,2,713,1,713,2,713,0,713,2,717,2,717,2,717,0,717,2,722,0,722,1,722,1,726,0,726,1,734,0,747,0,760,0,760,0,765,0,774,0,786,0,794,0,803,0,807,0,829,0,863,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,7,717,0,717,0,717,0,717,1,717,4,717,0,717,1,717,2,717,1,717,3,717,0,717,2,722,2,722,1,722,0,722,1,726,0,726,1,726,1,730,0,730,1,739,0,751,0,765,1,765,0,769,0,778,0,791,0,799,0,807,0,811,0,833,0,872,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,8,722,0,722,0,722,0,722,1,722,2,722,0,722,3,722,1,722,1,722,4,722,0,722,2,726,2,726,1,726,0,726,0,730,0,730,1,730,2,734,0,734,0,743,0,756,0,769,1,769,0,774,0,782,0,794,0,803,0,811,0,817,0,837,0,878,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,8,726,0,726,0,726,0,726,0,726,2,726,0,726,3,726,1,726,1,726,4,726,0,726,2,730,2,730,2,730,0,730,1,734,1,734,0,734,2,739,0,739,0,747,0,760,0,774,1,774,0,778,0,786,0,799,0,807,0,817,0,821,0,842,0,882,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,8,730,0,730,1,730,0,730,0,730,2,730,0,730,2,730,1,730,1,730,3,730,1,730,0,734,2,734,1,734,0,734,1,739,1,739,1,739,1,743,0,743,1,751,0,765,0,778,2,778,0,782,0,791,0,803,0,811,0,821,0,824,0,846,0,886,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,9,734,0,734,1,734,0,734,0,734,2,734,0,734,2,734,1,734,1,734,1,734,1,734,1,739,2,739,1,739,0,739,2,743,0,743,1,743,1,747,0,747,1,756,0,769,0,782,1,782,0,786,0,794,0,807,0,817,0,824,0,829,0,850,1,890,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,9,739,0,739,1,739,0,739,0,739,2,739,0,739,2,739,1,739,1,739,1,739,0,739,1,743,2,743,1,743,0,743,2,747,1,747,1,747,1,751,0,751,1,760,0,774,0,786,1,786,0,791,0,799,0,811,0,821,0,829,0,833,0,855,1,895,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,9,743,0,743,1,743,0,743,0,743,2,743,1,743,4,743,1,743,1,743,1,743,0,743,2,747,2,747,1,747,0,747,0,751,1,751,1,751,1,756,0,756,1,765,1,778,0,791,0,791,0,794,0,803,0,817,0,824,0,833,0,837,0,859,0,899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,9,747,0,747,0,747,0,747,0,747,3,747,1,747,2,747,1,747,1,747,1,747,0,747,2,751,2,751,1,751,0,751,0,756,0,756,0,756,1,760,0,760,0,769,1,782,0,794,1,794,0,799,0,807,0,821,0,829,0,837,0,842,0,863,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,9,751,0,751,1,751,0,751,0,751,3,751,0,751,1,751,2,751,1,751,1,751,0,751,2,756,2,756,1,756,0,756,0,760,0,760,0,760,1,765,0,765,1,774,0,786,0,799,1,799,0,803,0,811,0,824,0,833,0,842,0,846,1,872,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,9,756,0,756,1,756,0,756,0,756,2,756,0,756,2,756,2,756,1,756,1,756,0,756,2,760,2,760,0,760,0,760,1,765,0,765,1,765,1,769,0,769,1,778,0,791,0,803,1,803,0,807,0,817,0,829,0,837,0,846,0,850,1,878,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,9,760,0,760,0,760,0,760,1,760,3,760,0,760,1,760,0,760,1,760,1,760,0,760,2,765,2,765,0,765,0,765,1,769,0,769,1,769,1,774,0,774,1,782,0,794,0,807,0,807,0,811,1,821,0,833,0,842,0,850,0,855,0,882,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,9,765,0,765,1,765,0,765,1,765,3,765,0,765,1,765,0,765,1,765,2,765,0,765,2,769,2,769,1,769,0,769,0,774,0,774,0,774,1,778,0,778,1,786,0,799,0,811,1,811,0,817,1,824,0,837,0,846,0,855,0,859,0,886,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,9,769,0,769,1,769,0,769,0,769,3,769,0,769,1,769,0,769,1,769,2,769,0,769,0,774,2,774,2,774,0,774,2,778,0,778,0,778,1,782,0,782,1,791,0,803,0,817,1,817,0,821,0,829,0,842,0,850,0,859,0,863,0,890,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,9,774,0,774,0,774,0,774,0,774,3,774,2,774,2,774,1,774,1,774,1,774,0,774,0,778,2,778,2,778,0,778,2,782,0,782,1,782,1,786,0,786,0,794,0,807,0,821,0,821,0,824,0,833,0,846,0,855,0,863,0,872,0,895,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,9,778,0,778,1,778,0,778,1,778,2,778,3,778,2,778,1,778,1,778,2,778,0,778,0,782,2,782,1,782,0,782,1,786,0,786,1,786,1,791,0,791,0,799,0,811,0,824,0,824,0,829,0,837,1,850,0,859,0,872,0,878,0,899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,9,782,0,782,1,782,0,782,1,782,3,782,1,782,1,782,2,782,1,782,2,782,0,782,2,786,2,786,1,786,0,786,1,791,0,791,1,791,1,794,0,794,1,803,0,817,0,829,2,829,0,833,0,842,1,855,0,863,0,878,0,882,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,9,786,0,786,0,786,0,786,0,786,3,786,0,786,1,786,2,786,1,786,2,786,0,786,2,791,2,791,1,791,0,791,0,794,0,794,1,794,1,799,0,799,1,807,0,821,0,833,2,833,0,837,0,846,1,859,0,872,0,882,0,886,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,9,791,0,791,1,791,0,791,0,791,3,791,0,791,2,791,2,791,1,791,2,791,1,791,2,794,2,794,1,794,0,794,0,799,0,799,1,799,1,803,0,803,1,811,0,824,0,837,2,837,0,842,0,850,1,863,0,878,0,886,0,890,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,9,794,0,794,1,794,0,794,0,794,3,794,0,794,3,794,1,794,1,794,1,794,1,794,2,799,2,799,1,799,0,799,2,803,0,803,1,803,1,807,0,807,1,817,0,829,0,842,1,842,0,846,0,855,1,872,0,882,0,890,0,895,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,9,799,0,799,1,799,0,799,0,799,3,799,0,799,1,799,1,799,1,799,1,799,0,799,2,803,2,803,1,803,0,803,2,807,0,807,0,807,1,811,0,811,1,821,0,833,0,846,1,846,0,850,0,859,1,878,0,886,0,895,0,899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,9,803,0,803,1,803,0,803,0,803,3,803,0,803,1,803,1,803,1,803,1,803,0,803,2,807,2,807,1,807,0,807,2,811,0,811,0,811,1,817,0,817,1,824,0,837,0,850,2,850,0,855,0,863,0,882,0,890,0,899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,9,807,0,807,0,807,0,807,1,807,1,807,0,807,0,807,0,807,1,807,2,807,0,807,0,811,2,811,1,811,0,811,2,817,0,817,0,817,1,821,0,821,0,829,0,842,0,855,1,855,0,859,0,872,1,886,0,895,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,9,811,0,811,1,811,0,811,1,811,1,811,0,811,1,811,1,811,1,811,2,811,0,811,0,817,2,817,1,817,0,817,0,821,0,821,1,821,1,824,0,824,1,833,0,846,0,859,1,859,0,863,0,878,1,890,0,899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,9,817,0,817,1,817,0,817,0,817,2,817,0,817,1,817,1,817,1,817,2,817,0,817,1,821,2,821,1,821,0,821,0,824,0,824,1,824,1,829,0,829,1,837,0,850,0,863,0,863,0,872,0,882,1,895,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,9,821,1,821,1,821,0,821,1,821,2,821,0,821,2,821,2,821,1,821,1,821,0,821,2,824,0,824,0,824,0,824,0,829,1,829,0,829,1,833,0,833,0,842,0,855,0,872,0,872,0,878,0,886,0,899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,9,824,1,824,1,824,0,824,1,824,2,824,1,824,1,824,1,824,1,824,2,824,0,824,2,829,0,829,1,829,0,829,1,833,1,833,1,833,1,837,0,837,1,846,0,859,0,878,0,878,0,882,0,890,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,9,829,0,829,1,829,0,829,0,829,2,829,1,829,2,829,0,829,1,829,3,829,0,829,2,833,0,833,1,833,0,833,2,837,0,837,1,837,1,842,0,842,1,850,0,863,0,882,1,882,0,886,0,895,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,9,833,0,833,1,833,0,833,0,833,2,833,3,833,2,833,0,833,1,833,3,833,0,833,2,837,0,837,0,837,0,837,1,842,0,842,1,842,1,846,0,846,1,855,0,872,0,886,1,886,0,890,0,899,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,9,837,1,837,1,837,0,837,1,837,2,837,3,837,1,837,0,837,1,837,4,837,0,837,2,842,0,842,0,842,0,842,0,846,0,846,1,846,1,850,0,850,1,859,0,878,0,890,0,890,0,895,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,9,842,1,842,1,842,0,842,1,842,1,842,2,842,1,842,1,842,1,842,4,842,0,842,2,846,0,846,0,846,0,846,1,850,0,850,1,850,2,855,0,855,1,863,0,882,0,895,0,895,0,899,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,9,846,0,846,1,846,0,846,0,846,1,846,0,846,0,846,1,846,1,846,3,846,0,846,2,850,0,850,0,850,0,850,2,855,0,855,1,855,2,859,0,859,0,872,0,886,0,899,0,899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,9,850,0,850,0,850,0,850,0,850,1,850,0,850,2,850,2,850,1,850,3,850,1,850,0,855,0,855,0,855,0,855,1,859,0,859,1,859,1,863,0,863,0,878,0,890,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,9,855,0,855,0,855,0,855,0,855,2,855,0,855,3,855,3,855,1,855,4,855,1,855,0,859,0,859,0,859,0,859,1,863,0,863,1,863,1,872,0,872,0,882,0,895,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,9,859,0,859,1,859,0,859,0,859,2,859,0,859,1,859,1,859,1,859,3,859,0,859,0,863,0,863,0,863,0,863,1,872,0,872,1,872,1,878,0,878,1,886,0,899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,9,863,0,863,1,863,0,863,0,863,1,863,2,863,0,863,1,863,1,863,3,863,0,863,0,872,1,872,1,872,0,872,2,878,1,878,1,878,1,882,0,882,1,890,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,9,872,0,872,0,872,0,872,1,872,2,872,1,872,2,872,0,872,1,872,2,872,0,872,0,878,0,878,1,878,0,878,1,882,1,882,1,882,1,886,0,886,1,895,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,9,878,0,878,1,878,0,878,0,878,1,878,1,878,2,878,0,878,1,878,1,878,0,878,0,882,0,882,1,882,1,882,1,886,0,886,0,886,1,890,0,890,1,899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,9,882,0,882,1,882,0,882,0,882,2,882,1,882,3,882,1,882,1,882,1,882,0,882,0,886,1,886,1,886,1,886,1,890,0,890,1,890,1,895,0,895,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
