@relation rssi_time_total-weka.filters.unsupervised.attribute.Remove-R3

@attribute Timeout numeric
@attribute RSSI numeric
@attribute 'Manual Count' numeric
@attribute Total_Devs numeric

@data
60,75,18,24
60,75,18,25
60,75,18,25
60,75,18,29
60,75,18,28
60,75,18,29
60,75,18,32
60,75,18,31
60,75,18,32
60,75,18,31
60,75,18,31
60,75,18,31
60,75,20,30
60,75,20,31
60,75,20,33
60,75,20,35
60,75,19,35
60,75,19,35
60,75,19,36
60,75,19,41
60,75,20,42
60,75,20,41
60,75,20,40
60,75,20,43
60,75,20,42
60,75,22,42
60,75,22,39
60,75,22,40
60,75,22,39
60,75,22,41
60,75,22,41
60,75,22,43
60,75,22,45
60,75,22,47
60,75,22,45
60,75,22,42
60,75,22,41
60,75,22,46
60,75,22,42
60,75,22,44
60,75,22,43
60,75,22,43
60,75,22,41
60,75,22,37
60,75,22,37
60,75,20,36
60,75,20,36
60,75,20,37
60,75,20,38
60,75,20,38
60,75,20,37
60,75,20,39
60,75,20,37
60,75,20,36
60,75,20,39
60,75,20,41
60,75,20,40
60,75,20,40
60,75,20,39
60,75,20,40
60,75,20,41
60,75,20,40
60,75,20,40
60,75,20,39
60,75,20,40
120,70,0,0
120,70,22,2
120,70,22,8
120,70,22,10
120,70,22,14
120,70,22,15
120,70,22,17
120,70,22,17
120,70,22,17
120,70,22,17
120,70,22,15
120,70,22,15
120,70,22,16
120,70,22,18
120,70,22,20
120,70,22,21
120,70,22,23
120,70,22,20
120,70,22,20
120,70,22,23
120,70,22,23
120,70,22,22
120,70,22,23
120,70,22,22
120,70,22,22
120,70,22,22
120,70,22,23
120,70,22,22
120,70,22,20
120,70,22,18
120,70,22,19
120,70,22,19
120,70,22,20
120,70,22,20
120,70,22,21
120,70,22,22
120,70,22,24
120,70,22,24
120,70,22,24
120,70,22,24
120,70,22,24
120,70,22,26
120,70,23,29
120,70,23,28
120,70,23,28
120,70,23,27
120,70,23,27
120,70,23,27
120,70,23,28
120,70,23,29
120,70,23,31
120,70,23,32
120,70,23,32
120,70,23,32
120,70,23,35
120,70,23,35
120,70,23,34
120,70,23,35
120,70,23,36
120,70,23,36
120,70,23,35
120,70,23,34
120,70,23,33
120,70,23,32
90,70,0,1
90,70,19,1
90,70,19,0
90,70,19,0
90,70,19,0
90,70,19,0
90,70,19,0
90,70,19,0
90,70,19,0
90,70,19,0
90,70,19,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,23,0
90,70,23,0
90,70,23,0
90,70,23,0
90,70,23,0
90,70,23,0
90,70,23,0
90,70,23,0
90,70,23,0
90,70,23,0
90,70,23,0
90,70,23,0
90,70,23,0
90,70,23,0
90,70,23,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,21,0
90,70,20,0
90,80,0,0
90,80,21,6
90,80,21,10
90,80,21,10
90,80,21,11
90,80,21,11
90,80,21,12
90,80,21,13
90,80,21,15
90,80,21,15
90,80,21,17
90,80,21,15
90,80,21,15
90,80,21,15
90,80,21,18
90,80,21,20
90,80,21,21
90,80,21,20
90,80,21,21
90,80,21,26
90,80,21,25
90,80,21,24
90,80,21,24
90,80,21,25
90,80,21,28
90,80,21,30
90,80,21,31
90,80,21,31
90,80,21,30
90,80,21,28
90,80,21,28
90,80,21,26
90,80,21,26
90,80,21,26
90,80,21,25
90,80,21,26
90,80,21,29
90,80,21,32
90,80,21,34
90,80,21,37
90,80,21,37
90,80,21,34
90,80,21,39
90,80,21,40
90,80,23,40
90,80,23,38
90,80,23,38
90,80,23,40
90,80,23,45
90,80,23,47
90,80,23,48
90,80,23,49
90,80,23,48
90,80,23,50
90,80,23,50
90,80,23,55
90,80,23,55
90,80,23,56
90,80,23,57
90,80,23,58
90,80,23,56
90,80,23,58
90,80,23,61
90,80,23,61
90,80,23,60
90,80,23,62
90,80,23,60
90,80,23,60
90,80,23,58
90,80,23,60
90,80,23,56
90,80,23,54
90,80,23,56
90,80,23,56
90,80,23,56
90,80,23,58
90,80,23,58
45,90,0,0
45,90,22,2
45,90,22,15
45,90,22,20
45,90,22,23
45,90,22,25
45,90,22,27
45,90,22,31
45,90,22,31
45,90,22,32
45,90,22,35
45,90,22,37
45,90,22,37
45,90,22,37
45,90,22,35
45,90,22,36
45,90,22,37
45,90,22,38
45,90,22,36
45,90,22,38
45,90,22,39
45,90,22,39
45,90,22,40
45,90,22,43
45,90,25,41
45,90,25,41
45,90,25,43
45,90,25,45
45,90,25,47
45,90,25,46
45,90,25,43
45,90,25,41
45,90,25,43
45,90,25,42
45,90,25,40
45,90,25,41
45,90,25,44
45,90,25,44
45,90,25,40
45,90,25,41
45,90,23,41
45,90,24,42
45,90,24,43
45,90,24,40
45,90,24,39
45,90,24,37
45,90,24,36
45,90,24,39
45,90,24,40
45,90,24,40
45,90,24,42
45,90,24,40
45,90,24,39
45,90,24,38
45,90,24,39
45,90,24,41
45,90,24,45
45,90,24,46
45,90,24,46
45,90,24,47
45,90,24,44
45,90,24,44
45,90,24,47
45,90,24,48
45,90,24,47
45,90,24,45
45,90,21,46
45,90,21,52
45,90,21,51
45,90,21,50
45,90,21,52
45,90,21,47
45,90,21,50
45,90,21,50
45,90,21,51
45,90,21,50
45,90,21,50
45,90,21,50
45,90,21,46
45,90,21,47
45,90,21,49
45,90,21,50
45,90,21,50
45,90,21,50
45,90,21,52
45,90,21,47
45,90,21,48
45,90,21,48
45,90,21,42
45,90,21,40
45,90,21,41
45,90,21,41
45,90,21,42
45,90,21,43
45,90,21,44
45,90,19,45
45,90,19,45
45,90,19,44
45,70,0,0
45,70,17,0
45,70,17,6
45,70,17,6
45,70,17,8
45,70,17,10
45,70,17,10
45,70,17,12
45,70,17,9
45,70,17,10
45,70,17,9
45,70,17,12
45,70,17,13
45,70,17,13
45,70,17,13
45,70,17,13
45,70,17,14
45,70,17,12
45,70,17,14
45,70,17,16
45,70,17,16
45,70,17,15
45,70,17,12
45,70,17,11
45,70,17,12
45,70,17,10
45,70,17,10
45,70,17,13
45,70,17,13
45,70,17,14
45,70,17,14
45,70,17,15
45,70,17,20
45,70,17,21
45,70,17,23
45,70,17,22
45,70,17,21
45,70,17,21
45,70,17,23
45,70,17,25
45,70,17,26
45,70,17,25
45,70,17,24
45,70,17,19
45,70,17,18
45,70,17,19
45,70,17,23
45,70,17,24
45,70,17,24
45,70,17,22
45,70,17,23
45,70,17,24
45,70,17,23
45,70,17,25
45,70,17,26
45,70,17,19
45,70,15,19
45,70,15,17
45,70,15,12
45,70,15,16
45,70,15,15
45,70,11,13
45,70,11,17
45,70,11,19
45,70,11,21
20,70,0,0
20,70,17,3
20,70,17,4
20,70,17,9
20,70,12,10
20,70,12,14
20,70,12,14
20,70,12,9
20,70,12,10
20,70,12,9
20,70,12,10
20,70,12,13
20,70,12,13
20,70,12,12
20,70,12,10
20,70,12,10
20,70,12,9
20,70,12,10
20,70,12,10
20,70,12,13
20,70,12,13
20,70,12,12
20,70,12,13
20,70,12,13
20,70,12,13
20,70,12,14
20,70,12,13
20,70,12,15
20,70,12,17
20,70,12,17
20,70,12,18
20,70,12,18
20,70,12,16
20,70,12,13
20,70,12,12
20,70,12,11
20,70,12,9
20,70,12,7
20,70,12,9
20,70,12,10
20,70,12,11
20,70,12,12
20,70,12,12
20,70,12,12
20,70,12,15
20,70,12,17
20,70,12,17
20,70,12,12
20,70,12,13
20,70,12,9
20,70,12,10
20,70,12,10
20,70,12,12
20,70,12,17
20,70,12,20
20,70,12,19
20,70,12,19
20,70,12,19
20,70,12,10
20,70,12,8
20,70,12,10
20,70,12,13
20,70,12,15
20,70,12,17
20,70,12,17
20,70,12,16
20,70,12,13
20,70,12,10
20,70,12,9
20,70,12,11
20,60,0,0
20,60,12,0
20,60,12,0
20,60,12,1
20,60,12,0
20,60,12,1
20,60,12,1
20,60,12,1
20,60,12,1
20,60,12,1
20,60,12,1
20,60,12,1
20,60,12,1
20,60,12,1
20,60,12,1
20,60,12,1
20,60,12,1
20,60,12,1
20,60,12,1
20,60,12,1
20,60,12,1
20,60,12,1
20,60,12,2
20,60,12,2
20,60,12,3
20,60,12,3
20,60,12,2
20,60,12,3
20,60,12,2
20,60,12,2
20,60,12,1
20,60,12,4
20,60,12,3
20,60,12,3
20,60,12,3
20,60,12,3
20,60,12,1
20,60,12,1
20,60,12,1
20,60,12,1
20,60,12,1
20,60,12,2
20,60,12,1
20,60,12,1
20,60,12,1
20,60,12,3
20,60,12,4
20,60,12,3
20,60,12,4
20,60,12,6
20,60,12,4
20,60,12,5
20,60,12,6
20,60,12,4
20,60,12,4
20,60,12,4
20,60,12,3
20,60,12,1
20,60,12,1
90,65,0,0
90,65,12,1
90,65,12,4
90,65,12,5
90,65,12,6
90,65,12,7
90,65,12,8
90,65,12,10
90,65,12,10
90,65,12,9
90,65,12,10
90,65,12,11
90,65,12,14
90,65,12,14
90,65,12,15
90,65,12,15
90,65,12,15
90,65,12,14
90,65,12,14
90,65,12,14
90,65,12,15
90,65,12,16
90,65,12,16
90,65,12,16
90,65,12,16
90,65,12,17
90,65,12,16
90,65,12,18
90,65,12,17
90,65,12,19
90,65,12,20
90,65,12,22
90,65,12,23
90,65,12,23
90,65,12,23
90,65,12,25
90,65,12,26
90,65,12,26
90,65,12,27
90,65,12,27
90,65,12,27
90,65,12,27
90,65,12,30
90,65,12,30
90,65,12,30
90,65,12,29
90,65,12,27
90,65,12,24
90,65,12,26
90,65,12,23
90,65,12,22
90,65,12,24
90,65,12,24
90,65,12,24
90,65,12,24
90,65,12,24
90,65,12,21
90,65,12,21
90,65,12,21
90,65,12,21
90,65,12,21
90,65,12,20
30,85,0,0
30,85,12,0
30,85,12,10
30,85,12,14
30,85,12,19
30,85,12,22
30,85,12,26
30,85,12,26
30,85,12,27
30,85,12,26
30,85,12,24
30,85,10,23
30,85,10,25
30,85,10,28
30,85,9,29
30,85,9,30
30,85,9,30
30,85,9,32
30,85,9,33
30,85,9,30
30,85,9,29
30,85,9,28
30,85,9,31
30,85,9,32
30,85,9,30
30,85,9,34
30,85,9,32
30,85,9,34
30,85,9,35
30,85,9,33
30,85,9,33
30,85,9,36
30,85,9,33
30,85,9,34
30,85,9,36
30,85,9,39
30,85,9,41
30,85,9,40
30,85,9,40
30,85,9,40
30,85,9,45
30,85,9,44
30,85,9,44
30,85,9,34
30,85,9,34
30,85,9,35
30,85,9,31
30,85,9,25
30,85,9,27
30,85,9,27
30,85,9,30
30,85,9,27
30,85,9,29
30,85,9,30
30,85,9,31
30,85,9,27
30,85,9,30
30,85,9,31
30,85,9,31
30,85,9,32
30,85,11,32
30,85,11,27
30,85,11,27
30,85,11,28
30,85,11,30
30,85,11,30
30,85,11,30
30,85,11,28
30,85,11,29
30,85,11,27
30,85,11,28
30,85,11,26
30,85,11,24
30,85,11,28
30,85,11,29
30,85,11,31
30,85,11,32
30,85,11,33
30,85,11,34
30,85,11,33
30,85,11,34
10,75,0,0
10,75,11,3
10,75,11,12
10,75,11,14
10,75,11,12
10,75,11,16
10,75,11,13
10,75,11,14
10,75,11,18
10,75,11,17
10,75,11,14
10,75,9,14
10,75,9,15
10,75,9,14
10,75,9,11
10,75,11,14
10,75,11,13
10,75,11,14
10,75,11,13
10,75,11,9
10,75,11,13
10,75,11,15
10,75,11,15
10,75,11,9
10,75,11,10
10,75,11,14
10,75,11,13
10,75,11,13
10,75,11,14
10,75,11,15
10,75,11,13
10,75,11,14
10,75,11,17
10,75,11,19
10,75,11,24
10,75,11,22
10,75,11,16
10,75,11,15
10,75,11,13
10,75,11,16
10,75,7,12
10,75,7,18
10,75,7,20
10,75,7,20
10,75,7,18
10,75,7,14
10,75,7,15
10,75,7,15
10,75,7,16
10,75,7,17
10,75,7,17
10,75,7,14
10,75,7,10
10,75,7,11
10,75,7,15
10,75,7,16
10,75,7,19
10,75,7,18
10,75,7,17
10,75,7,14
10,75,7,14
10,75,7,16
10,75,7,14
10,75,7,16
10,75,7,15
10,75,7,15
10,75,7,11
10,75,7,15
10,75,7,15
10,75,7,16
10,75,7,13
10,75,7,13
10,75,7,10
10,75,7,18
10,75,7,16
10,75,7,17
10,75,7,17
10,75,7,18
10,75,7,17
10,75,7,14
10,75,7,11
10,75,7,8
10,65,0,0
10,65,7,6
10,65,7,6
10,65,7,5
10,65,7,5
10,65,7,5
10,65,7,6
10,65,7,5
10,65,7,5
10,65,7,4
10,65,7,6
10,65,7,6
10,65,7,7
10,65,7,6
10,65,7,6
10,65,7,7
10,65,7,7
10,65,7,7
10,65,7,7
10,65,7,8
10,65,7,8
10,65,7,6
10,65,7,4
10,65,7,3
10,65,7,5
10,65,7,7
10,65,7,8
10,65,7,8
10,65,7,7
10,65,7,7
10,65,7,7
10,65,7,10
10,65,7,10
10,65,7,8
10,65,7,7
10,65,7,9
10,65,7,9
10,65,7,8
10,65,7,7
10,65,7,6
10,65,7,8
10,65,7,5
10,65,7,13
10,65,7,13
10,65,7,15
10,65,7,11
10,65,7,10
10,65,7,9
10,65,7,7
10,65,7,8
10,65,7,5
10,65,7,4
10,65,7,4
10,65,7,7
10,65,7,8
10,65,7,7
10,65,7,9
10,65,7,7
10,65,7,8
10,65,7,10
10,65,7,10
10,65,7,10
10,65,7,8
10,65,7,6
10,65,7,4
10,65,7,4
10,65,7,6
10,65,7,8
10,65,7,8
10,65,7,5
10,65,7,8
10,65,7,7
10,65,7,4
10,65,7,4
10,65,7,5
30,45,0,0
30,45,7,0
30,45,7,0
30,45,7,0
30,45,7,1
30,45,7,1
30,45,7,2
30,45,7,2
30,45,7,2
30,45,7,2
30,45,7,2
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
30,45,7,1
60,55,0,0
60,55,7,0
60,55,7,0
60,55,7,1
60,55,7,1
60,55,7,1
60,55,7,2
60,55,7,1
60,55,7,1
60,55,7,1
60,55,7,1
60,55,7,1
60,55,7,1
60,55,7,2
60,55,7,2
60,55,7,2
60,55,7,2
60,55,7,2
60,55,7,2
60,55,7,2
60,55,8,2
60,55,8,2
60,55,8,2
60,55,8,2
60,55,8,2
60,55,8,2
60,55,8,2
60,55,8,2
60,55,8,2
60,55,8,2
60,55,8,3
60,55,8,3
60,55,8,3
60,55,8,3
60,55,8,3
60,55,8,3
60,55,8,4
60,55,8,3
60,55,8,3
60,55,8,3
60,55,8,3
60,55,8,3
60,55,8,3
60,55,8,2
60,55,8,2
60,55,8,2
60,55,8,2
60,55,8,2
60,55,8,2
60,55,8,2
60,55,8,2
60,55,8,2
60,55,8,2
60,55,8,2
60,55,8,1
60,55,8,1
60,55,8,1
60,55,8,1
60,55,8,1
60,55,8,2
60,55,8,2
60,55,8,3
60,55,8,3
60,55,8,3
60,55,8,3
60,55,8,3
60,55,8,3
60,55,8,3
60,55,8,3
60,55,8,3
60,55,8,3
60,55,7,3
60,55,7,4
60,55,7,3
60,55,7,3
60,55,7,3
60,55,7,2
60,55,7,2
60,55,7,2
60,55,7,2
60,55,7,2
60,55,7,2
60,55,7,2
60,55,7,2
60,55,7,2
60,55,7,2
60,55,7,2
60,55,7,1
60,55,7,1
60,55,7,1
60,55,7,1
60,55,7,1
60,55,7,1
60,55,7,3
60,55,7,2
60,55,7,2
60,55,7,2
60,55,7,2
60,55,7,2
60,55,7,2
60,55,7,4
60,55,7,4
60,55,7,4
60,55,7,5
60,55,7,4
60,55,7,4
60,55,7,3
60,55,7,3
60,55,7,2
60,55,7,2
60,55,7,2
60,55,7,3
60,55,7,3
60,55,7,3
60,55,7,4
60,55,7,3
60,55,7,3
60,55,7,3
60,55,7,3
60,55,7,3
60,55,7,3
60,55,7,3
60,55,7,3
30,75,0,0
30,75,10,3
30,75,10,15
30,75,10,21
30,75,10,26
30,75,10,30
30,75,10,31
30,75,10,31
30,75,10,34
30,75,10,26
30,75,10,21
30,75,10,25
30,75,10,22
30,75,10,23
30,75,10,22
30,75,10,20
30,75,10,20
30,75,10,20
30,75,10,18
30,75,10,19
30,75,10,16
30,75,10,15
30,75,10,17
30,75,10,16
30,75,10,18
30,75,10,18
30,75,10,15
30,75,10,15
30,75,10,16
30,75,10,15
30,75,10,17
30,75,10,18
30,75,10,19
30,75,10,18
30,75,10,18
30,75,10,19
30,75,10,21
30,75,10,19
30,75,10,22
30,75,10,21
30,75,10,21
30,75,10,20
30,75,10,17
30,75,10,18
30,75,10,19
30,75,10,22
30,75,10,17
30,75,10,20
30,75,10,19
30,75,10,20
30,75,10,21
30,75,10,19
30,75,10,18
30,75,10,19
30,75,10,18
30,75,10,22
30,75,10,22
30,75,10,24
30,75,10,27
30,75,10,27
30,75,10,27
30,75,10,24
30,75,10,24
30,75,10,25
30,75,10,25
30,75,10,23
30,75,10,29
30,75,10,29
30,75,10,31
30,75,10,32
120,60,0,0
120,60,10,0
120,60,10,0
120,60,10,1
120,60,10,1
120,60,10,2
120,60,10,2
120,60,10,2
120,60,10,2
120,60,10,3
120,60,10,4
120,60,10,4
120,60,10,4
120,60,10,5
120,60,10,7
120,60,10,6
120,60,10,6
120,60,10,7
120,60,10,7
120,60,10,7
120,60,10,7
120,60,10,7
120,60,10,8
120,60,10,7
120,60,10,7
120,60,10,7
120,60,10,7
120,60,10,8
120,60,10,7
120,60,10,7
120,60,10,7
120,60,10,8
120,60,10,7
120,60,10,7
120,60,10,7
120,60,10,9
120,60,10,9
120,60,10,9
120,60,10,10
120,60,10,10
120,60,10,8
120,60,10,8
120,60,10,6
120,60,10,7
120,60,10,7
120,60,10,7
120,60,10,6
120,60,10,5
120,60,10,5
120,60,10,6
120,60,10,6
120,60,10,6
120,60,10,6
120,60,10,6
120,60,10,6
