Timeout,RSSI,Trial Number,Manual Count,Total_Devs
60,80,63,9,19
60,80,63,9,20
60,80,63,9,21
60,80,63,9,23
60,80,63,9,27
60,80,63,9,25
60,80,63,9,27
60,80,63,9,27
60,80,63,9,26
60,80,63,9,27
60,80,63,7,28
60,80,63,7,28
60,80,63,7,29
60,80,63,7,31
60,80,63,7,30
60,80,63,7,31
60,80,63,7,32
60,80,63,7,32
60,80,63,7,32
60,80,63,7,31
60,80,63,7,34
60,80,63,7,36
60,80,63,7,36
60,80,63,7,33
60,80,63,7,33
60,80,63,7,33
60,80,63,7,32
60,80,63,7,32
60,80,63,7,34
60,80,63,7,33
60,80,63,7,30
60,80,63,7,31
60,80,63,7,35
60,80,63,7,34
60,80,63,7,32
60,80,63,7,31
60,80,63,7,31
60,80,63,7,32
60,80,63,7,32
60,80,63,7,31
60,80,63,7,31
60,80,63,7,31
60,80,63,7,27
60,80,63,7,27
60,80,63,7,23
60,80,63,7,23
60,80,63,7,25
60,80,63,7,23
60,80,63,7,23
60,80,63,7,26
60,80,63,7,25
60,80,63,7,24
60,80,63,7,23
60,80,63,7,26
60,80,63,7,27
60,80,63,7,27
60,80,63,7,28
60,80,63,7,30
60,80,63,7,27
60,80,63,7,28
60,80,63,7,29
60,80,63,7,29
60,80,63,7,30
60,80,63,7,28
60,80,63,7,28
60,80,63,7,28
60,80,63,7,30
60,80,63,7,30
60,80,63,7,31
60,80,63,7,32
60,80,63,7,33
60,80,63,7,33
60,80,63,7,31
60,80,63,7,31
60,80,63,7,30
60,80,63,7,28
60,80,63,7,28
60,80,63,7,29
60,80,63,7,28
60,80,63,7,28
60,80,63,7,28
60,80,63,7,27
60,80,63,7,23
60,80,63,7,25
60,80,63,7,26
60,80,63,7,27
60,80,63,7,26
60,80,63,7,28
60,80,63,7,30
60,80,63,7,31
60,90,64,0,0
60,90,64,8,1
60,90,64,8,15
60,90,64,8,16
60,90,64,8,20
60,90,64,8,21
60,90,64,8,24
60,90,64,8,27
60,90,64,8,28
60,90,64,8,28
60,90,64,8,29
60,90,64,8,29
60,90,64,8,30
60,90,64,8,32
60,90,64,8,32
60,90,64,8,30
60,90,64,8,31
60,90,64,8,32
60,90,64,8,31
60,90,64,8,30
60,90,64,8,31
60,90,64,8,31
60,90,64,8,31
60,90,64,8,31
60,90,64,8,30
60,90,64,8,32
60,90,64,8,30
60,90,64,8,32
60,90,64,8,33
60,90,64,8,33
60,90,64,8,33
60,90,64,8,33
60,90,64,8,34
60,90,64,8,33
60,90,64,8,34
60,90,64,8,35
60,90,64,9,36
60,90,64,9,37
60,90,64,9,36
60,90,64,9,36
60,90,64,9,37
60,90,64,9,34
60,90,64,9,33
60,90,64,9,34
60,90,64,9,34
60,90,64,9,37
60,90,64,9,36
60,90,64,9,34
60,90,64,9,35
60,90,64,9,36
60,90,64,9,32
60,90,64,9,35
60,90,64,9,34
60,90,64,9,34
60,90,64,9,35
60,90,64,9,36
60,90,64,9,35
60,90,64,9,36
60,90,64,9,36
60,90,64,9,38
60,90,64,9,38
60,90,64,9,38
60,90,64,9,36
60,90,64,9,37
60,90,64,11,37
60,90,64,11,37
60,90,64,11,38
60,90,64,11,37
60,90,64,11,35
60,90,64,11,35
60,90,64,11,32
60,90,64,11,34
60,90,64,11,34
60,90,64,11,31
60,90,64,11,28
60,90,64,11,31
60,90,64,11,33
60,90,64,11,32
60,90,64,11,32
60,90,64,11,32
60,90,64,11,33
60,90,64,11,34
60,90,64,11,34
60,90,64,11,34
60,90,64,11,34
90,40,65,0,0
90,40,65,10,1
90,40,65,10,1
90,40,65,10,1
90,40,65,10,1
90,40,65,10,1
90,40,65,10,1
90,40,65,10,1
90,40,65,10,1
90,40,65,10,1
90,40,65,10,1
90,40,65,10,1
90,40,65,10,1
90,40,65,10,1
90,40,65,10,1
90,40,65,10,1
90,40,65,10,1
90,40,65,10,1
90,40,65,10,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,12,1
90,40,65,13,1
90,40,65,13,1
90,40,65,13,1
90,40,65,13,1
90,40,65,13,1
90,40,65,13,1
90,40,65,13,1
90,40,65,14,1
90,40,65,14,1
90,40,65,14,1
90,40,65,14,1
90,40,65,14,1
90,40,65,14,1
90,40,65,15,1
90,40,65,15,1
90,40,65,15,1
90,40,65,15,1
90,40,65,15,1
90,40,65,15,1
90,40,65,15,1
90,40,65,15,1
90,40,65,15,1
90,40,65,15,1
90,40,65,15,1
90,40,65,15,1
90,40,65,15,1
90,40,65,15,1
90,40,65,15,1
90,40,65,15,1
90,40,65,15,1
90,40,65,15,1
90,40,65,15,1
90,50,66,0,0
90,50,66,15,0
90,50,66,15,0
90,50,66,15,0
90,50,66,15,0
90,50,66,15,0
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,14,1
90,50,66,14,1
90,50,66,14,1
90,50,66,14,0
90,50,66,14,0
90,50,66,15,0
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,1
90,50,66,15,2
90,50,66,14,2
90,50,66,14,2
90,50,66,14,2
90,50,66,14,2
90,50,66,14,2
90,50,66,14,2
90,50,66,14,2
90,50,66,14,2
90,50,66,15,2
90,50,66,15,2
90,50,66,15,2
90,50,66,15,2
90,50,66,15,2
90,50,66,15,2
90,50,66,15,2
90,50,66,15,2
90,50,66,15,2
90,50,66,15,2
90,50,66,15,2
90,50,66,15,2
90,50,66,15,2
90,50,66,15,3
90,50,66,15,3
90,50,66,15,3
90,50,66,15,3
90,50,66,15,3
90,50,66,15,3
90,50,66,15,3
90,50,66,15,3
90,50,66,15,3
90,50,66,15,3
90,50,66,15,2
90,50,66,15,2
90,50,66,15,2
90,50,66,15,2
90,50,66,15,2
90,50,66,15,2
90,60,67,0,0
90,60,67,15,0
90,60,67,15,1
90,60,67,15,1
90,60,67,15,1
90,60,67,15,1
90,60,67,15,1
90,60,67,15,1
90,60,67,15,1
90,60,67,15,1
90,60,67,15,1
90,60,67,15,1
90,60,67,15,1
90,60,67,15,2
90,60,67,15,2
90,60,67,15,2
90,60,67,15,1
90,60,67,15,1
90,60,67,12,1
90,60,67,12,3
90,60,67,12,3
90,60,67,12,3
90,60,67,12,3
90,60,67,12,2
90,60,67,12,2
90,60,67,12,1
90,60,67,12,2
90,60,67,12,2
90,60,67,12,2
90,60,67,12,2
90,60,67,12,2
90,60,67,12,3
90,60,67,12,3
90,60,67,12,3
90,60,67,12,3
90,60,67,12,3
90,60,67,12,3
90,60,67,12,3
90,60,67,12,4
90,60,67,12,4
90,60,67,12,4
90,60,67,12,3
90,60,67,12,3
90,60,67,12,3
90,60,67,12,3
90,60,67,12,4
90,60,67,12,5
90,60,67,12,6
90,60,67,12,6
90,60,67,12,6
90,60,67,12,5
90,60,67,12,5
90,60,67,12,5
90,60,67,12,5
90,60,67,12,5
90,60,67,12,5
90,60,67,12,5
90,60,67,12,4
90,60,67,12,5
90,60,67,12,6
90,60,67,12,4
90,60,67,12,4
90,60,67,12,4
90,60,67,12,4
90,60,67,12,4
90,60,67,12,4
90,60,67,12,5
90,60,67,15,4
90,60,67,15,4
90,60,67,15,3
90,60,67,15,4
90,60,67,15,3
90,60,67,15,4
90,60,67,15,3
90,60,67,15,4
90,60,67,15,3
90,60,67,15,4
90,60,67,15,4
90,60,67,15,3
90,60,67,15,5
90,60,67,15,3
90,60,67,15,4
90,60,67,16,6
90,60,67,16,5
90,60,67,16,4
90,60,67,16,0
90,90,68,0,0
90,90,68,15,1
90,90,68,15,10
90,90,68,15,14
90,90,68,15,15
90,90,68,15,20
90,90,68,15,24
90,90,68,15,26
90,90,68,15,29
90,90,68,15,32
90,90,68,15,34
90,90,68,15,37
90,90,68,15,37
90,90,68,15,37
90,90,68,15,37
90,90,68,15,38
90,90,68,15,38
90,90,68,15,38
90,90,68,15,39
90,90,68,15,44
90,90,68,15,44
90,90,68,15,44
90,90,68,15,44
90,90,68,15,45
90,90,68,15,46
90,90,68,15,46
90,90,68,15,46
90,90,68,15,47
90,90,68,15,46
90,90,68,15,47
90,90,68,15,46
90,90,68,15,47
90,90,68,15,46
90,90,68,15,47
90,90,68,15,48
90,90,68,15,46
90,90,68,15,48
90,90,68,15,49
90,90,68,15,49
90,90,68,15,49
90,90,68,15,48
90,90,68,15,46
90,90,68,15,47
90,90,68,15,47
90,90,68,15,48
90,90,68,15,48
90,90,68,15,49
90,90,68,15,47
90,90,68,15,47
90,90,68,15,47
90,90,68,15,46
90,90,68,15,46
90,90,68,15,45
90,90,68,15,43
90,90,68,15,45
90,90,68,15,45
90,90,68,17,45
90,90,68,17,47
90,90,68,17,45
90,90,68,17,43
90,90,68,17,42
90,90,68,17,41
90,90,68,17,41
90,90,68,17,41
90,90,68,17,40
90,90,68,17,43
90,90,68,17,43
90,90,68,17,43
90,90,68,17,42
90,90,68,17,41
90,90,68,17,43
90,90,68,17,42
90,90,68,17,43
90,90,68,17,44
90,90,68,17,44
90,90,68,17,47
90,90,68,17,46
90,90,68,17,45
90,90,68,17,45
120,40,69,0,0
120,40,69,17,1
120,40,69,17,1
120,40,69,17,1
120,40,69,17,1
120,40,69,17,1
120,40,69,17,1
120,40,69,17,1
120,40,69,17,1
120,40,69,17,1
120,40,69,17,0
120,40,69,17,1
120,40,69,17,1
120,40,69,17,1
120,40,69,17,1
120,40,69,17,1
120,40,69,17,1
120,40,69,17,1
120,40,69,17,1
120,40,69,17,1
120,40,69,17,1
120,40,69,17,1
120,40,69,19,1
120,40,69,19,1
120,40,69,19,1
120,40,69,19,1
120,40,69,19,0
120,40,69,19,1
120,40,69,19,1
120,40,69,19,1
120,40,69,19,1
120,40,69,19,1
120,40,69,19,1
120,40,69,19,1
120,40,69,19,1
120,40,69,19,1
120,40,69,19,1
120,40,69,19,1
120,40,69,19,1
120,40,69,19,2
120,40,69,19,2
120,40,69,19,2
120,40,69,19,2
120,40,69,19,2
120,40,69,19,2
120,40,69,19,2
120,40,69,19,2
120,40,69,19,2
120,40,69,19,2
120,40,69,19,2
120,40,69,19,2
120,40,69,19,2
120,40,69,19,2
120,40,69,17,2
120,40,69,17,2
120,40,69,17,2
120,40,69,17,2
120,40,69,17,1
120,40,69,17,1
120,40,69,17,2
120,40,69,17,2
120,40,69,17,2
120,40,69,17,2
120,40,69,17,2
120,40,69,17,1
120,40,69,17,1
120,40,69,17,1
120,40,69,17,2
120,40,69,17,1
120,40,69,17,0
120,50,70,0,0
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,0
120,50,70,17,0
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,2
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,17,1
120,50,70,19,1
120,50,70,19,1
120,50,70,18,1
120,50,70,18,1
120,50,70,18,1
120,50,70,18,1
120,50,70,18,1
120,50,70,18,2
120,50,70,18,2
120,50,70,18,1
120,50,70,18,1
120,50,70,18,1
120,50,70,18,1
120,50,70,18,1
120,50,70,18,1
120,50,70,18,1
120,50,70,18,1
120,50,70,18,2
120,50,70,18,2
120,50,70,18,2
120,50,70,18,2
120,50,70,18,2
120,50,70,18,2
120,50,70,18,2
120,50,70,18,2
120,50,70,18,2
120,50,70,18,3
120,50,70,18,3
120,50,70,18,3
120,50,70,18,3
120,50,70,18,3
120,50,70,18,3
120,50,70,18,4
120,50,70,18,4
120,50,70,18,5
120,50,70,18,5
120,50,70,18,5
120,50,70,18,5
120,50,70,18,5
120,50,70,18,5
120,50,70,18,4
120,50,70,18,4
120,50,70,18,5
120,50,70,18,5
120,50,70,18,6
120,50,70,18,6
120,50,70,18,6
120,50,70,18,6
120,50,70,18,6
120,50,70,18,7
120,50,70,18,6
120,50,70,18,6
120,50,70,18,6
120,50,70,18,6
120,50,70,18,6
120,50,70,18,5
120,50,70,18,5
120,50,70,18,5
120,50,70,18,6
120,50,70,18,5
120,90,71,0,0
120,90,71,16,3
120,90,71,16,15
120,90,71,16,18
120,90,71,16,22
120,90,71,16,22
120,90,71,16,26
120,90,71,16,28
120,90,71,16,33
120,90,71,16,33
120,90,71,16,33
120,90,71,16,34
120,90,71,16,34
120,90,71,16,37
120,90,71,16,37
120,90,71,16,38
120,90,71,16,40
120,90,71,16,42
120,90,71,16,46
120,90,71,16,47
120,90,71,16,52
120,90,71,16,54
120,90,71,16,55
120,90,71,16,56
120,90,71,16,57
120,90,71,16,57
120,90,71,16,57
120,90,71,16,57
120,90,71,16,58
120,90,71,16,60
120,90,71,16,60
120,90,71,16,59
120,90,71,16,59
120,90,71,16,63
120,90,71,16,63
120,90,71,16,63
120,90,71,16,63
120,90,71,16,63
120,90,71,16,64
120,90,71,16,64
120,90,71,16,63
120,90,71,16,62
120,90,71,16,61
120,90,71,16,61
120,90,71,17,60
120,90,71,17,59
120,90,71,17,57
120,90,71,17,55
120,90,71,17,55
120,90,71,17,51
120,90,71,17,51
120,90,71,17,51
120,90,71,17,51
120,90,71,17,48
120,90,71,17,49
120,90,71,19,49
120,90,71,19,50
120,90,71,19,50
120,90,71,19,50
120,90,71,19,49
120,90,71,19,50
120,90,71,19,50
120,90,71,19,48
120,90,71,19,47
120,90,71,19,47
120,90,71,17,44
120,90,71,17,45
120,90,71,17,47
120,90,71,17,48
120,90,71,17,42
180,40,72,0,0
180,40,72,16,0
180,40,72,16,0
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,1
180,40,72,16,0
180,40,72,16,0
180,40,72,16,0
180,40,72,16,0
180,40,72,14,0
180,40,72,14,0
180,40,72,14,0
180,40,72,15,0
180,40,72,15,0
180,40,72,15,2
180,40,72,15,2
180,40,72,15,2
180,40,72,15,2
180,40,72,15,2
180,40,72,15,2
180,40,72,15,2
180,40,72,15,2
180,40,72,15,2
180,40,72,15,1
180,40,72,15,2
180,40,72,15,2
180,40,72,15,2
180,40,72,15,1
180,40,72,15,1
180,40,72,15,1
180,40,72,15,1
180,40,72,15,1
180,40,72,15,1
180,40,72,15,1
180,40,72,15,1
180,40,72,15,0
180,40,72,15,0
180,40,72,15,1
180,40,72,15,1
180,40,72,15,0
180,40,72,15,0
180,40,72,15,0
180,40,72,15,0
180,40,72,15,0
180,40,72,15,0
180,40,72,15,0
180,40,72,15,0
180,40,72,15,1
180,40,72,15,1
180,40,72,15,1
180,40,72,15,1
180,40,72,15,1
180,40,72,15,1
180,40,72,15,1
180,40,72,15,1
180,40,72,15,1
180,40,72,15,0
180,40,72,15,1
180,40,72,15,1
180,40,72,15,1
180,40,72,17,1
180,40,72,17,1
180,40,72,17,1
180,40,72,17,1
180,40,72,17,1
180,40,72,17,1
180,50,73,0,0
180,50,73,14,0
180,50,73,14,0
180,50,73,14,1
180,50,73,15,1
180,50,73,15,1
180,50,73,15,1
180,50,73,15,1
180,50,73,15,1
180,50,73,15,1
180,50,73,15,1
180,50,73,15,1
180,50,73,15,1
180,50,73,15,1
180,50,73,15,1
180,50,73,15,1
180,50,73,15,1
180,50,73,17,1
180,50,73,17,1
180,50,73,17,1
180,50,73,17,1
180,50,73,17,1
180,50,73,17,1
180,50,73,17,1
180,50,73,17,0
180,50,73,17,1
180,50,73,17,1
180,50,73,17,1
180,50,73,17,1
180,50,73,17,1
180,50,73,17,1
180,50,73,17,1
180,50,73,17,1
180,50,73,17,1
180,50,73,17,2
180,50,73,17,2
180,50,73,17,3
180,50,73,16,3
180,50,73,16,3
180,50,73,16,3
180,50,73,16,3
180,50,73,16,3
180,50,73,16,3
180,50,73,16,3
180,50,73,16,3
180,50,73,16,3
180,50,73,16,3
180,50,73,16,3
180,50,73,16,3
180,50,73,16,3
180,50,73,16,3
180,50,73,16,3
180,50,73,16,3
180,50,73,17,4
180,50,73,17,4
180,50,73,17,4
180,50,73,17,4
180,50,73,17,4
180,50,73,17,4
180,50,73,17,4
180,50,73,17,4
180,50,73,17,4
180,50,73,17,5
180,50,73,17,5
180,50,73,17,5
180,50,73,17,5
180,50,73,17,5
180,50,73,17,5
180,50,73,17,5
180,50,73,17,4
180,50,73,16,4
180,50,73,16,4
180,50,73,16,5
180,50,73,16,4
180,50,73,16,4
180,50,73,16,4
180,60,74,0,0
180,60,74,15,1
180,60,74,15,2
180,60,74,15,2
180,60,74,15,2
180,60,74,15,2
180,60,74,15,2
180,60,74,15,3
180,60,74,15,4
180,60,74,15,5
180,60,74,15,5
180,60,74,15,5
180,60,74,15,6
180,60,74,15,5
180,60,74,15,5
180,60,74,15,4
180,60,74,15,4
180,60,74,15,4
180,60,74,15,4
180,60,74,15,4
180,60,74,15,4
180,60,74,15,4
180,60,74,13,5
180,60,74,13,5
180,60,74,13,6
180,60,74,13,6
180,60,74,13,6
180,60,74,13,6
180,60,74,13,6
180,60,74,13,6
180,60,74,13,6
180,60,74,13,6
180,60,74,13,6
180,60,74,13,6
180,60,74,13,6
180,60,74,13,6
180,60,74,13,7
180,60,74,13,7
180,60,74,13,7
180,60,74,13,8
180,60,74,13,8
180,60,74,13,8
180,60,74,13,8
180,60,74,17,8
180,60,74,17,7
180,60,74,17,7
180,60,74,16,7
180,60,74,16,7
180,60,74,16,7
180,60,74,16,7
180,60,74,16,7
180,60,74,16,7
180,60,74,16,8
180,60,74,16,8
180,60,74,16,8
180,60,74,16,8
180,60,74,16,8
180,60,74,16,8
180,60,74,16,7
180,60,74,16,8
180,60,74,16,6
180,60,74,16,6
180,60,74,16,6
180,60,74,16,7
180,60,74,16,8
180,60,74,16,8
180,60,74,16,8
180,60,74,16,8
180,70,75,0,0
180,70,75,13,2
180,70,75,13,6
180,70,75,13,6
180,70,75,13,8
180,70,75,13,7
180,70,75,13,12
180,70,75,13,14
180,70,75,13,13
180,70,75,13,12
180,70,75,13,13
180,70,75,13,13
180,70,75,13,13
180,70,75,13,13
180,70,75,13,14
180,70,75,13,17
180,70,75,13,17
180,70,75,13,16
180,70,75,13,18
180,70,75,13,18
180,70,75,13,18
180,70,75,13,18
180,70,75,13,17
180,70,75,13,19
180,70,75,13,19
180,70,75,13,19
180,70,75,13,18
180,70,75,13,18
180,70,75,13,18
180,70,75,13,19
180,70,75,13,19
180,70,75,13,18
180,70,75,13,19
180,70,75,13,20
180,70,75,13,20
180,70,75,13,22
180,70,75,13,22
180,70,75,13,22
180,70,75,13,22
180,70,75,13,23
180,70,75,13,21
180,70,75,13,21
180,70,75,13,22
180,70,75,14,22
180,70,75,14,22
180,70,75,14,21
180,70,75,14,21
180,70,75,14,22
180,70,75,14,21
180,70,75,14,21
180,70,75,14,20
180,70,75,14,20
180,70,75,14,18
180,70,75,14,18
180,70,75,14,18
180,70,75,14,18
180,70,75,14,18
180,70,75,14,17
180,70,75,14,17
180,70,75,17,16
180,70,75,17,15
180,70,75,17,13
180,70,75,17,13
180,70,75,17,13
180,70,75,17,13
180,70,75,17,13
180,70,75,17,15
180,70,75,17,15
180,70,75,17,16
180,70,75,17,15
180,70,75,17,17
180,70,75,17,17
180,70,75,17,16
180,70,75,17,17
180,70,75,17,18
180,70,75,17,21
180,70,75,17,22
180,80,76,0,0
180,80,76,13,4
180,80,76,13,15
180,80,76,13,18
180,80,76,13,18
180,80,76,13,22
180,80,76,13,29
180,80,76,13,32
180,80,76,13,31
180,80,76,13,34
180,80,76,13,36
180,80,76,13,37
180,80,76,11,36
180,80,76,11,36
180,80,76,11,38
180,80,76,11,38
180,80,76,11,37
180,80,76,11,41
180,80,76,11,40
180,80,76,11,39
180,80,76,11,41
180,80,76,11,42
180,80,76,11,43
180,80,76,11,43
180,80,76,11,43
180,80,76,11,43
180,80,76,12,48
180,80,76,12,49
180,80,76,12,48
180,80,76,12,50
180,80,76,12,50
180,80,76,12,51
180,80,76,12,51
180,80,76,12,52
180,80,76,12,53
180,80,76,12,55
180,80,76,12,55
180,80,76,12,55
180,80,76,12,56
180,80,76,12,57
180,80,76,12,57
180,80,76,12,59
180,80,76,12,59
180,80,76,12,60
180,80,76,12,57
180,80,76,14,57
180,80,76,14,55
180,80,76,14,54
180,80,76,12,55
180,80,76,12,53
180,80,76,12,53
180,80,76,12,53
180,80,76,12,57
180,80,76,12,57
180,80,76,12,56
180,80,76,12,57
180,80,76,12,57
180,80,76,12,58
180,80,76,12,58
180,80,76,12,59
180,80,76,12,60
180,80,76,12,61
180,80,76,12,61
180,80,76,12,59
180,80,76,12,55
180,80,76,12,54
180,80,76,12,57
180,80,76,12,56
180,80,76,12,54
180,80,76,12,55
180,80,76,12,55
180,80,76,12,53
180,80,76,12,56
180,80,76,12,57
180,80,76,12,55
180,80,76,12,56
180,80,76,12,56
180,80,76,12,55
180,80,76,12,53
180,80,76,12,53
180,80,76,12,52
180,80,76,12,52
180,80,76,12,50
180,80,76,12,50
180,90,77,0,0
180,90,77,12,0
180,90,77,12,11
180,90,77,12,12
180,90,77,12,16
180,90,77,12,18
180,90,77,12,22
180,90,77,12,22
180,90,77,12,22
180,90,77,12,24
180,90,77,12,26
180,90,77,12,27
180,90,77,12,29
180,90,77,12,33
180,90,77,13,34
180,90,77,13,35
180,90,77,13,36
180,90,77,13,36
180,90,77,13,36
180,90,77,13,36
180,90,77,13,37
180,90,77,13,39
180,90,77,13,40
180,90,77,13,41
180,90,77,13,41
180,90,77,13,44
180,90,77,13,45
180,90,77,13,45
180,90,77,13,47
180,90,77,13,47
180,90,77,13,47
180,90,77,13,47
180,90,77,13,49
180,90,77,13,49
180,90,77,13,50
180,90,77,13,50
180,90,77,13,50
180,90,77,13,50
180,90,77,13,50
180,90,77,13,50
180,90,77,13,52
180,90,77,13,55
180,90,77,13,55
180,90,77,13,55
180,90,77,13,55
180,90,77,13,56
180,90,77,13,55
180,90,77,13,55
180,90,77,13,55
180,90,77,13,54
180,90,77,13,54
180,90,77,13,56
180,90,77,13,56
180,90,77,13,57
180,90,77,13,57
180,90,77,13,57
180,90,77,13,55
180,90,77,13,57
180,90,77,13,57
180,90,77,13,58
180,90,77,13,58
180,90,77,13,58
180,90,77,13,59
180,90,77,13,59
180,90,77,13,59
180,90,77,13,59
180,90,77,13,59
180,90,77,13,58
180,90,77,13,58
180,90,77,13,56
180,90,77,13,57
180,90,77,13,57
180,90,77,13,56
180,90,77,13,57
180,90,77,13,57
180,90,77,13,57
180,90,77,13,57
180,90,77,13,56
180,90,77,13,55
180,90,77,13,55
180,90,77,13,55
180,90,77,13,55
180,90,77,13,56
180,90,77,13,56
180,90,77,13,56
180,90,77,13,56
180,90,77,13,55
180,90,77,13,55
180,90,77,13,55
180,90,77,13,55
180,90,77,13,55
180,90,77,13,55
180,90,77,13,56
180,90,77,13,56
180,90,77,13,54
180,90,77,13,54
180,90,77,13,54
180,90,77,13,53
